theme_id,id_theme,color_id,rgb,total_quantity
232.0,232.0,70,582A12,349
232.0,232.0,71,A0A5A9,178
232.0,232.0,72,6C6E68,55
232.0,232.0,73,5A93DB,6
232.0,232.0,78,F6D7B3,2
232.0,232.0,84,AA7D55,80
232.0,232.0,85,3F3691,21
232.0,232.0,158,DFEEA5,8
232.0,232.0,191,F8BB3D,95
232.0,232.0,212,9FC3E9,12
232.0,232.0,226,FFF03A,39
232.0,232.0,288,184632,2
232.0,232.0,297,AA7F2E,9
232.0,232.0,308,352100,17
232.0,232.0,320,720E0F,23
232.0,232.0,321,078BC9,38
232.0,232.0,322,36AEBF,21
232.0,232.0,323,ADC3C0,2
232.0,232.0,326,9B9A5A,1
232.0,232.0,334,BBA53D,3
232.0,232.0,378,A0BCAC,13
232.0,232.0,379,6074A1,8
232.0,232.0,484,A95500,31
232.0,232.0,1136,CA4C0B,2
232.0,232.0,9999,05131D,2
234.0,234.0,0,05131D,3628
234.0,234.0,1,0055BF,582
234.0,234.0,2,237841,1
234.0,234.0,4,C91A09,1734
234.0,234.0,6,583927,6
234.0,234.0,7,9BA19D,2080
234.0,234.0,8,6D6E5C,449
234.0,234.0,14,F2CD37,791
234.0,234.0,15,FFFFFF,523
234.0,234.0,36,C91A09,58
234.0,234.0,46,F5CD2F,30
234.0,234.0,47,FCFCFC,348
234.0,234.0,79,FFFFFF,4
234.0,234.0,1135,A5ADB4,5
234.0,234.0,9999,05131D,28
235.0,235.0,0,05131D,3590
235.0,235.0,1,0055BF,1844
235.0,235.0,2,237841,10
235.0,235.0,4,C91A09,2851
235.0,235.0,6,583927,7
235.0,235.0,7,9BA19D,1357
235.0,235.0,8,6D6E5C,264
235.0,235.0,14,F2CD37,1005
235.0,235.0,15,FFFFFF,893
235.0,235.0,36,C91A09,17
235.0,235.0,46,F5CD2F,14
235.0,235.0,47,FCFCFC,431
235.0,235.0,79,FFFFFF,4
235.0,235.0,89,4C61DB,1
235.0,235.0,9999,05131D,30
236.0,236.0,0,05131D,7251
236.0,236.0,1,0055BF,983
236.0,236.0,2,237841,357
236.0,236.0,4,C91A09,2535
236.0,236.0,6,583927,292
236.0,236.0,7,9BA19D,2729
236.0,236.0,8,6D6E5C,923
236.0,236.0,14,F2CD37,1963
236.0,236.0,15,FFFFFF,1533
236.0,236.0,19,E4CD9E,92
236.0,236.0,25,FE8A18,61
236.0,236.0,33,0020A0,16
236.0,236.0,34,84B68D,21
236.0,236.0,36,C91A09,139
236.0,236.0,41,AEEFEC,296
236.0,236.0,42,F8F184,45
236.0,236.0,46,F5CD2F,170
236.0,236.0,47,FCFCFC,348
236.0,236.0,71,A0A5A9,99
236.0,236.0,72,6C6E68,63
236.0,236.0,135,9CA3A8,128
236.0,236.0,288,184632,95
236.0,236.0,334,BBA53D,16
236.0,236.0,383,E0E0E0,33
236.0,236.0,9999,05131D,46
241.0,241.0,72,6C6E68,64
246.0,246.0,0,05131D,19567
246.0,246.0,1,0055BF,901
246.0,246.0,2,237841,1239
246.0,246.0,3,008F9B,192
246.0,246.0,4,C91A09,4043
246.0,246.0,5,C870A0,131
246.0,246.0,6,583927,263
246.0,246.0,7,9BA19D,1021
246.0,246.0,8,6D6E5C,812
246.0,246.0,10,4B9F4A,314
246.0,246.0,11,55A5AF,2
246.0,246.0,14,F2CD37,919
246.0,246.0,15,FFFFFF,9529
246.0,246.0,17,C2DAB8,1
246.0,246.0,19,E4CD9E,19099
246.0,246.0,20,C9CAE2,5
246.0,246.0,21,D4D5C9,2
246.0,246.0,22,81007B,7
246.0,246.0,25,FE8A18,1157
246.0,246.0,26,923978,125
246.0,246.0,27,BBE90B,381
246.0,246.0,28,958A73,8787
246.0,246.0,29,E4ADC8,288
246.0,246.0,30,AC78BA,157
246.0,246.0,31,E1D5ED,406
246.0,246.0,33,0020A0,241
246.0,246.0,34,84B68D,295
246.0,246.0,35,D9E4A7,128
246.0,246.0,36,C91A09,340
246.0,246.0,40,635F52,140
246.0,246.0,41,AEEFEC,416
246.0,246.0,42,F8F184,50
246.0,246.0,45,DF6695,62
246.0,246.0,46,F5CD2F,547
246.0,246.0,47,FCFCFC,2508
246.0,246.0,52,A5A5CB,54
246.0,246.0,57,FF800D,274
246.0,246.0,60,645A4C,35
246.0,246.0,70,582A12,12854
246.0,246.0,71,A0A5A9,12564
246.0,246.0,72,6C6E68,14214
246.0,246.0,73,5A93DB,787
246.0,246.0,78,F6D7B3,436
246.0,246.0,80,A5A9B4,45
246.0,246.0,82,DBAC34,26
246.0,246.0,84,AA7D55,3269
246.0,246.0,85,3F3691,1083
246.0,246.0,92,D09168,9
246.0,246.0,110,4354A3,2
246.0,246.0,114,DF6695,3
246.0,246.0,129,A5A5CB,5
246.0,246.0,132,05131D,5
246.0,246.0,134,AE7A59,3
246.0,246.0,135,9CA3A8,13
246.0,246.0,158,DFEEA5,72
246.0,246.0,179,898788,466
246.0,246.0,182,F08F1C,480
246.0,246.0,191,F8BB3D,636
246.0,246.0,212,9FC3E9,979
246.0,246.0,226,FFF03A,114
246.0,246.0,272,0A3463,982
246.0,246.0,288,184632,944
246.0,246.0,294,BDC6AD,25
246.0,246.0,297,AA7F2E,2885
246.0,246.0,308,352100,1885
246.0,246.0,320,720E0F,2051
246.0,246.0,321,078BC9,34
246.0,246.0,322,36AEBF,255
246.0,246.0,323,ADC3C0,109
246.0,246.0,326,9B9A5A,1075
246.0,246.0,334,BBA53D,47
246.0,246.0,351,F785B1,32
246.0,246.0,366,FA9C1C,2
246.0,246.0,378,A0BCAC,2482
246.0,246.0,379,6074A1,601
246.0,246.0,383,E0E0E0,35
246.0,246.0,462,FFA70B,13
246.0,246.0,484,A95500,1338
246.0,246.0,1000,D9D9D9,49
246.0,246.0,1003,68BCC5,6
246.0,246.0,1050,FF698F,12
246.0,246.0,1053,68BCC5,109
246.0,246.0,1054,CE1D9B,6
246.0,246.0,1055,FCFCFC,55
246.0,246.0,1056,583927,1
246.0,246.0,1059,8320B7,4
246.0,246.0,1060,84B68D,3
246.0,246.0,1061,0020A0,5
246.0,246.0,1062,EBD800,3
246.0,246.0,1065,AC8247,4
246.0,246.0,1067,AD6140,10
246.0,246.0,1088,755945,4
246.0,246.0,1089,CCA373,2
246.0,246.0,1095,635F52,91
246.0,246.0,1103,3E3C39,130
246.0,246.0,1136,CA4C0B,13
246.0,246.0,1139,F5CD2F,2
246.0,246.0,1147,A3A9FF,13
246.0,246.0,9999,05131D,154
252.0,252.0,0,05131D,3822
252.0,252.0,1,0055BF,355
252.0,252.0,2,237841,549
252.0,252.0,3,008F9B,10
252.0,252.0,4,C91A09,349
252.0,252.0,10,4B9F4A,112
252.0,252.0,14,F2CD37,159
252.0,252.0,15,FFFFFF,11196
252.0,252.0,19,E4CD9E,9801
252.0,252.0,25,FE8A18,107
252.0,252.0,26,923978,5
252.0,252.0,27,BBE90B,40
252.0,252.0,28,958A73,1813
252.0,252.0,29,E4ADC8,50
252.0,252.0,33,0020A0,2
252.0,252.0,40,635F52,645
252.0,252.0,41,AEEFEC,770
252.0,252.0,47,FCFCFC,1431
252.0,252.0,70,582A12,468
252.0,252.0,71,A0A5A9,5932
252.0,252.0,72,6C6E68,2869
252.0,252.0,73,5A93DB,156
252.0,252.0,78,F6D7B3,108
252.0,252.0,80,A5A9B4,20
252.0,252.0,82,DBAC34,3
252.0,252.0,84,AA7D55,19
252.0,252.0,85,3F3691,2
252.0,252.0,179,898788,90
252.0,252.0,182,F08F1C,2
252.0,252.0,191,F8BB3D,59
252.0,252.0,226,FFF03A,4
252.0,252.0,272,0A3463,158
252.0,252.0,288,184632,1096
252.0,252.0,297,AA7F2E,51
252.0,252.0,308,352100,62
252.0,252.0,320,720E0F,1460
252.0,252.0,321,078BC9,32
252.0,252.0,322,36AEBF,58
252.0,252.0,323,ADC3C0,10
252.0,252.0,326,9B9A5A,515
252.0,252.0,378,A0BCAC,934
252.0,252.0,379,6074A1,55
252.0,252.0,484,A95500,194
252.0,252.0,1095,635F52,111
253.0,253.0,0,05131D,1081
253.0,253.0,1,0055BF,47
253.0,253.0,2,237841,128
253.0,253.0,3,008F9B,1
253.0,253.0,4,C91A09,165
253.0,253.0,10,4B9F4A,8
253.0,253.0,14,F2CD37,77
253.0,253.0,15,FFFFFF,1401
253.0,253.0,19,E4CD9E,1119
253.0,253.0,25,FE8A18,9
253.0,253.0,26,923978,15
253.0,253.0,27,BBE90B,6
253.0,253.0,28,958A73,27
253.0,253.0,29,E4ADC8,19
253.0,253.0,33,0020A0,42
253.0,253.0,34,84B68D,4
253.0,253.0,35,D9E4A7,3
253.0,253.0,36,C91A09,14
253.0,253.0,40,635F52,251
253.0,253.0,41,AEEFEC,409
253.0,253.0,42,F8F184,2
253.0,253.0,45,DF6695,4
253.0,253.0,46,F5CD2F,9
253.0,253.0,47,FCFCFC,264
253.0,253.0,70,582A12,274
253.0,253.0,71,A0A5A9,1278
253.0,253.0,72,6C6E68,496
253.0,253.0,73,5A93DB,182
253.0,253.0,80,A5A9B4,3
253.0,253.0,82,DBAC34,17
253.0,253.0,84,AA7D55,10
253.0,253.0,179,898788,22
253.0,253.0,182,F08F1C,9
253.0,253.0,212,9FC3E9,27
253.0,253.0,272,0A3463,125
253.0,253.0,288,184632,74
253.0,253.0,297,AA7F2E,119
253.0,253.0,320,720E0F,83
253.0,253.0,321,078BC9,4
253.0,253.0,322,36AEBF,18
253.0,253.0,326,9B9A5A,20
253.0,253.0,378,A0BCAC,38
253.0,253.0,379,6074A1,117
253.0,253.0,484,A95500,29
254.0,254.0,0,05131D,1630
254.0,254.0,1,0055BF,174
254.0,254.0,2,237841,525
254.0,254.0,4,C91A09,1094
254.0,254.0,6,583927,590
254.0,254.0,7,9BA19D,923
254.0,254.0,8,6D6E5C,307
254.0,254.0,14,F2CD37,129
254.0,254.0,15,FFFFFF,793
254.0,254.0,19,E4CD9E,163
254.0,254.0,25,FE8A18,1
254.0,254.0,33,0020A0,2
254.0,254.0,40,635F52,5
254.0,254.0,41,AEEFEC,45
254.0,254.0,47,FCFCFC,164
254.0,254.0,72,6C6E68,1
254.0,254.0,135,9CA3A8,2
254.0,254.0,320,720E0F,1
254.0,254.0,334,BBA53D,1
254.0,254.0,335,D67572,475
254.0,254.0,383,E0E0E0,1
258.0,258.0,0,05131D,876
258.0,258.0,1,0055BF,303
258.0,258.0,2,237841,4
258.0,258.0,3,008F9B,227
258.0,258.0,4,C91A09,48
258.0,258.0,14,F2CD37,16
258.0,258.0,15,FFFFFF,330
258.0,258.0,19,E4CD9E,50
258.0,258.0,29,E4ADC8,2
258.0,258.0,36,C91A09,4
258.0,258.0,40,635F52,3
258.0,258.0,41,AEEFEC,10
258.0,258.0,47,FCFCFC,2
258.0,258.0,70,582A12,28
258.0,258.0,71,A0A5A9,331
258.0,258.0,72,6C6E68,77
258.0,258.0,9999,05131D,2
259.0,259.0,0,05131D,682
259.0,259.0,1,0055BF,189
259.0,259.0,2,237841,7
259.0,259.0,4,C91A09,41
259.0,259.0,14,F2CD37,31
259.0,259.0,15,FFFFFF,22
259.0,259.0,19,E4CD9E,54
259.0,259.0,25,FE8A18,30
259.0,259.0,28,958A73,4
259.0,259.0,47,FCFCFC,2
259.0,259.0,71,A0A5A9,535
259.0,259.0,72,6C6E68,334
259.0,259.0,135,9CA3A8,4
259.0,259.0,148,575857,3
259.0,259.0,151,E6E3E0,129
259.0,259.0,179,898788,4
259.0,259.0,9999,05131D,10
260.0,260.0,0,05131D,1285
260.0,260.0,1,0055BF,289
260.0,260.0,2,237841,62
260.0,260.0,3,008F9B,53
260.0,260.0,4,C91A09,52
260.0,260.0,6,583927,2
260.0,260.0,7,9BA19D,1299
260.0,260.0,8,6D6E5C,106
260.0,260.0,14,F2CD37,197
260.0,260.0,15,FFFFFF,109
260.0,260.0,22,81007B,38
260.0,260.0,33,0020A0,19
260.0,260.0,34,84B68D,4
260.0,260.0,36,C91A09,4
260.0,260.0,42,F8F184,10
260.0,260.0,46,F5CD2F,4
260.0,260.0,47,FCFCFC,24
260.0,260.0,57,FF800D,10
260.0,260.0,71,A0A5A9,1
260.0,260.0,72,6C6E68,1
260.0,260.0,216,B31004,2
260.0,260.0,383,E0E0E0,1
260.0,260.0,9999,05131D,17
261.0,261.0,0,05131D,635
261.0,261.0,1,0055BF,33
261.0,261.0,3,008F9B,8
261.0,261.0,4,C91A09,28
261.0,261.0,7,9BA19D,667
261.0,261.0,8,6D6E5C,207
261.0,261.0,15,FFFFFF,210
261.0,261.0,33,0020A0,6
261.0,261.0,36,C91A09,23
261.0,261.0,41,AEEFEC,4
261.0,261.0,42,F8F184,4
261.0,261.0,46,F5CD2F,6
261.0,261.0,57,FF800D,6
261.0,261.0,80,A5A9B4,2
261.0,261.0,135,9CA3A8,8
261.0,261.0,9999,05131D,1
262.0,262.0,0,05131D,540
262.0,262.0,1,0055BF,132
262.0,262.0,4,C91A09,230
262.0,262.0,14,F2CD37,24
262.0,262.0,15,FFFFFF,60
262.0,262.0,19,E4CD9E,18
262.0,262.0,28,958A73,8
262.0,262.0,71,A0A5A9,216
262.0,262.0,72,6C6E68,28
262.0,262.0,9999,05131D,2
263.0,263.0,0,05131D,2276
263.0,263.0,1,0055BF,81
263.0,263.0,2,237841,19
263.0,263.0,4,C91A09,83
263.0,263.0,10,4B9F4A,4
263.0,263.0,14,F2CD37,23
263.0,263.0,15,FFFFFF,172
263.0,263.0,19,E4CD9E,222
263.0,263.0,25,FE8A18,1
263.0,263.0,27,BBE90B,4
263.0,263.0,28,958A73,324
263.0,263.0,34,84B68D,1
263.0,263.0,40,635F52,17
263.0,263.0,41,AEEFEC,26
263.0,263.0,46,F5CD2F,17
263.0,263.0,47,FCFCFC,21
263.0,263.0,57,FF800D,52
263.0,263.0,70,582A12,1063
263.0,263.0,71,A0A5A9,1009
263.0,263.0,72,6C6E68,1783
263.0,263.0,80,A5A9B4,2
263.0,263.0,82,DBAC34,6
263.0,263.0,84,AA7D55,76
263.0,263.0,179,898788,4
263.0,263.0,182,F08F1C,27
263.0,263.0,272,0A3463,30
263.0,263.0,288,184632,124
263.0,263.0,297,AA7F2E,367
263.0,263.0,308,352100,404
263.0,263.0,320,720E0F,22
263.0,263.0,326,9B9A5A,50
263.0,263.0,334,BBA53D,42
263.0,263.0,378,A0BCAC,34
263.0,263.0,484,A95500,16
263.0,263.0,1095,635F52,1
263.0,263.0,1103,3E3C39,13
263.0,263.0,9999,05131D,25
264.0,264.0,0,05131D,1543
264.0,264.0,1,0055BF,157
264.0,264.0,2,237841,176
264.0,264.0,3,008F9B,29
264.0,264.0,4,C91A09,225
264.0,264.0,10,4B9F4A,37
264.0,264.0,14,F2CD37,94
264.0,264.0,15,FFFFFF,409
264.0,264.0,19,E4CD9E,905
264.0,264.0,25,FE8A18,9
264.0,264.0,27,BBE90B,16
264.0,264.0,28,958A73,459
264.0,264.0,33,0020A0,4
264.0,264.0,34,84B68D,14
264.0,264.0,36,C91A09,67
264.0,264.0,40,635F52,37
264.0,264.0,41,AEEFEC,2
264.0,264.0,42,F8F184,2
264.0,264.0,45,DF6695,1
264.0,264.0,46,F5CD2F,10
264.0,264.0,47,FCFCFC,75
264.0,264.0,57,FF800D,15
264.0,264.0,70,582A12,623
264.0,264.0,71,A0A5A9,1791
264.0,264.0,72,6C6E68,2256
264.0,264.0,80,A5A9B4,36
264.0,264.0,82,DBAC34,7
264.0,264.0,84,AA7D55,54
264.0,264.0,85,3F3691,1
264.0,264.0,135,9CA3A8,37
264.0,264.0,148,575857,8
264.0,264.0,179,898788,14
264.0,264.0,182,F08F1C,29
264.0,264.0,191,F8BB3D,87
264.0,264.0,272,0A3463,75
264.0,264.0,288,184632,241
264.0,264.0,294,BDC6AD,2
264.0,264.0,297,AA7F2E,113
264.0,264.0,308,352100,45
264.0,264.0,320,720E0F,319
264.0,264.0,326,9B9A5A,33
264.0,264.0,334,BBA53D,16
264.0,264.0,378,A0BCAC,51
264.0,264.0,383,E0E0E0,4
264.0,264.0,484,A95500,20
264.0,264.0,9999,05131D,15
269.0,269.0,0,05131D,683
269.0,269.0,1,0055BF,72
269.0,269.0,2,237841,70
269.0,269.0,4,C91A09,582
269.0,269.0,14,F2CD37,130
269.0,269.0,15,FFFFFF,322
269.0,269.0,19,E4CD9E,244
269.0,269.0,25,FE8A18,47
269.0,269.0,27,BBE90B,2
269.0,269.0,28,958A73,1
269.0,269.0,34,84B68D,23
269.0,269.0,35,D9E4A7,1
269.0,269.0,36,C91A09,90
269.0,269.0,40,635F52,6
269.0,269.0,46,F5CD2F,10
269.0,269.0,47,FCFCFC,37
269.0,269.0,70,582A12,198
269.0,269.0,71,A0A5A9,503
269.0,269.0,72,6C6E68,512
269.0,269.0,73,5A93DB,41
269.0,269.0,80,A5A9B4,1
269.0,269.0,182,F08F1C,22
269.0,269.0,297,AA7F2E,24
269.0,269.0,308,352100,1
269.0,269.0,320,720E0F,2
269.0,269.0,323,ADC3C0,4
269.0,269.0,378,A0BCAC,6
269.0,269.0,484,A95500,14
269.0,269.0,9999,05131D,20
270.0,270.0,0,05131D,18
270.0,270.0,1,0055BF,7
270.0,270.0,4,C91A09,16
270.0,270.0,14,F2CD37,1
270.0,270.0,26,923978,10
270.0,270.0,28,958A73,1
270.0,270.0,70,582A12,13
270.0,270.0,73,5A93DB,9
270.0,270.0,212,9FC3E9,8
270.0,270.0,272,0A3463,17
270.0,270.0,288,184632,5
270.0,270.0,320,720E0F,5
270.0,270.0,378,A0BCAC,13
271.0,271.0,0,05131D,182
271.0,271.0,1,0055BF,11
271.0,271.0,2,237841,17
271.0,271.0,4,C91A09,19
271.0,271.0,10,4B9F4A,6
271.0,271.0,15,FFFFFF,370
271.0,271.0,19,E4CD9E,304
271.0,271.0,28,958A73,94
271.0,271.0,34,84B68D,3
271.0,271.0,36,C91A09,4
271.0,271.0,46,F5CD2F,18
271.0,271.0,47,FCFCFC,3
271.0,271.0,57,FF800D,17
271.0,271.0,70,582A12,159
271.0,271.0,71,A0A5A9,74
271.0,271.0,72,6C6E68,368
271.0,271.0,84,AA7D55,185
271.0,271.0,132,05131D,2
271.0,271.0,135,9CA3A8,50
271.0,271.0,182,F08F1C,4
271.0,271.0,297,AA7F2E,128
271.0,271.0,308,352100,26
271.0,271.0,320,720E0F,8
271.0,271.0,379,6074A1,1
271.0,271.0,484,A95500,2
272.0,272.0,0,05131D,478
272.0,272.0,1,0055BF,345
272.0,272.0,2,237841,112
272.0,272.0,4,C91A09,651
272.0,272.0,10,4B9F4A,19
272.0,272.0,14,F2CD37,299
272.0,272.0,15,FFFFFF,460
272.0,272.0,19,E4CD9E,246
272.0,272.0,25,FE8A18,604
272.0,272.0,26,923978,1
272.0,272.0,27,BBE90B,40
272.0,272.0,28,958A73,2
272.0,272.0,29,E4ADC8,6
272.0,272.0,33,0020A0,10
272.0,272.0,34,84B68D,19
272.0,272.0,36,C91A09,21
272.0,272.0,40,635F52,4
272.0,272.0,41,AEEFEC,22
272.0,272.0,42,F8F184,9
272.0,272.0,45,DF6695,19
272.0,272.0,46,F5CD2F,9
272.0,272.0,47,FCFCFC,83
272.0,272.0,57,FF800D,9
272.0,272.0,70,582A12,489
272.0,272.0,71,A0A5A9,592
272.0,272.0,72,6C6E68,337
272.0,272.0,73,5A93DB,72
272.0,272.0,80,A5A9B4,3
272.0,272.0,135,9CA3A8,1
272.0,272.0,179,898788,14
272.0,272.0,182,F08F1C,14
272.0,272.0,191,F8BB3D,10
272.0,272.0,272,0A3463,39
272.0,272.0,288,184632,2
272.0,272.0,297,AA7F2E,18
272.0,272.0,308,352100,34
272.0,272.0,320,720E0F,4
272.0,272.0,321,078BC9,8
272.0,272.0,334,BBA53D,4
272.0,272.0,378,A0BCAC,4
272.0,272.0,1103,3E3C39,1
272.0,272.0,9999,05131D,13
273.0,273.0,0,05131D,533
273.0,273.0,1,0055BF,113
273.0,273.0,2,237841,114
273.0,273.0,4,C91A09,101
273.0,273.0,6,583927,55
273.0,273.0,7,9BA19D,435
273.0,273.0,8,6D6E5C,313
273.0,273.0,14,F2CD37,140
273.0,273.0,15,FFFFFF,185
273.0,273.0,19,E4CD9E,24
273.0,273.0,21,D4D5C9,2
273.0,273.0,25,FE8A18,19
273.0,273.0,33,0020A0,9
273.0,273.0,34,84B68D,19
273.0,273.0,36,C91A09,46
273.0,273.0,41,AEEFEC,4
273.0,273.0,42,F8F184,55
273.0,273.0,46,F5CD2F,15
273.0,273.0,47,FCFCFC,17
273.0,273.0,52,A5A5CB,1
273.0,273.0,57,FF800D,38
273.0,273.0,135,9CA3A8,2
273.0,273.0,272,0A3463,1
273.0,273.0,320,720E0F,1
273.0,273.0,334,BBA53D,8
273.0,273.0,379,6074A1,112
273.0,273.0,383,E0E0E0,6
273.0,273.0,9999,05131D,11
274.0,274.0,0,05131D,87
274.0,274.0,1,0055BF,11
274.0,274.0,2,237841,16
274.0,274.0,4,C91A09,10
274.0,274.0,6,583927,30
274.0,274.0,7,9BA19D,55
274.0,274.0,8,6D6E5C,45
274.0,274.0,14,F2CD37,6
274.0,274.0,15,FFFFFF,51
274.0,274.0,19,E4CD9E,4
274.0,274.0,34,84B68D,2
274.0,274.0,36,C91A09,2
274.0,274.0,40,635F52,1
274.0,274.0,41,AEEFEC,6
274.0,274.0,47,FCFCFC,2
275.0,275.0,0,05131D,838
275.0,275.0,1,0055BF,386
275.0,275.0,2,237841,236
275.0,275.0,3,008F9B,151
275.0,275.0,4,C91A09,679
275.0,275.0,5,C870A0,246
275.0,275.0,10,4B9F4A,15
275.0,275.0,14,F2CD37,425
275.0,275.0,15,FFFFFF,547
275.0,275.0,19,E4CD9E,374
275.0,275.0,25,FE8A18,37
275.0,275.0,26,923978,15
275.0,275.0,27,BBE90B,384
275.0,275.0,28,958A73,49
275.0,275.0,29,E4ADC8,83
275.0,275.0,30,AC78BA,32
275.0,275.0,31,E1D5ED,19
275.0,275.0,33,0020A0,5
275.0,275.0,34,84B68D,14
275.0,275.0,36,C91A09,28
275.0,275.0,40,635F52,16
275.0,275.0,41,AEEFEC,24
275.0,275.0,42,F8F184,20
275.0,275.0,45,DF6695,2
275.0,275.0,46,F5CD2F,4
275.0,275.0,47,FCFCFC,53
275.0,275.0,57,FF800D,34
275.0,275.0,70,582A12,392
275.0,275.0,71,A0A5A9,722
275.0,275.0,72,6C6E68,626
275.0,275.0,73,5A93DB,14
275.0,275.0,78,F6D7B3,6
275.0,275.0,80,A5A9B4,3
275.0,275.0,84,AA7D55,219
275.0,275.0,85,3F3691,268
275.0,275.0,135,9CA3A8,2
275.0,275.0,179,898788,12
275.0,275.0,182,F08F1C,37
275.0,275.0,191,F8BB3D,23
275.0,275.0,226,FFF03A,4
275.0,275.0,272,0A3463,63
275.0,275.0,288,184632,57
275.0,275.0,297,AA7F2E,16
275.0,275.0,308,352100,56
275.0,275.0,320,720E0F,2
275.0,275.0,321,078BC9,11
275.0,275.0,322,36AEBF,68
275.0,275.0,334,BBA53D,4
275.0,275.0,378,A0BCAC,8
275.0,275.0,383,E0E0E0,12
275.0,275.0,484,A95500,56
275.0,275.0,1061,0020A0,2
275.0,275.0,1103,3E3C39,1
275.0,275.0,1136,CA4C0B,1
275.0,275.0,9999,05131D,5
276.0,276.0,0,05131D,20
276.0,276.0,1,0055BF,356
276.0,276.0,2,237841,1722
276.0,276.0,4,C91A09,681
276.0,276.0,7,9BA19D,23
276.0,276.0,8,6D6E5C,2
276.0,276.0,14,F2CD37,599
276.0,276.0,15,FFFFFF,19
276.0,276.0,19,E4CD9E,1
276.0,276.0,47,FCFCFC,2
276.0,276.0,378,A0BCAC,2867
276.0,276.0,9999,05131D,1
277.0,277.0,0,05131D,3368
277.0,277.0,1,0055BF,116
277.0,277.0,2,237841,72
277.0,277.0,4,C91A09,153
277.0,277.0,5,C870A0,19
277.0,277.0,14,F2CD37,975
277.0,277.0,15,FFFFFF,4952
277.0,277.0,25,FE8A18,57
277.0,277.0,27,BBE90B,64
277.0,277.0,42,F8F184,3
277.0,277.0,46,F5CD2F,3
277.0,277.0,47,FCFCFC,3
277.0,277.0,70,582A12,38
277.0,277.0,71,A0A5A9,2255
277.0,277.0,72,6C6E68,2552
277.0,277.0,73,5A93DB,79
277.0,277.0,80,A5A9B4,3
278.0,278.0,0,05131D,3691
278.0,278.0,1,0055BF,586
278.0,278.0,4,C91A09,1694
278.0,278.0,6,583927,2
278.0,278.0,7,9BA19D,3549
278.0,278.0,8,6D6E5C,23
278.0,278.0,14,F2CD37,642
278.0,278.0,15,FFFFFF,1292
278.0,278.0,34,84B68D,2
278.0,278.0,36,C91A09,85
278.0,278.0,41,AEEFEC,59
278.0,278.0,46,F5CD2F,166
278.0,278.0,47,FCFCFC,121
278.0,278.0,71,A0A5A9,133
278.0,278.0,383,E0E0E0,93
278.0,278.0,9999,05131D,19
279.0,279.0,0,05131D,235
279.0,279.0,1,0055BF,28
279.0,279.0,2,237841,54
279.0,279.0,4,C91A09,121
279.0,279.0,7,9BA19D,37
279.0,279.0,8,6D6E5C,20
279.0,279.0,14,F2CD37,136
279.0,279.0,15,FFFFFF,136
279.0,279.0,19,E4CD9E,1
279.0,279.0,25,FE8A18,4
279.0,279.0,33,0020A0,12
279.0,279.0,34,84B68D,2
279.0,279.0,36,C91A09,3
279.0,279.0,40,635F52,10
279.0,279.0,41,AEEFEC,4
279.0,279.0,42,F8F184,15
279.0,279.0,46,F5CD2F,8
279.0,279.0,57,FF800D,10
279.0,279.0,70,582A12,56
279.0,279.0,71,A0A5A9,57
279.0,279.0,72,6C6E68,45
279.0,279.0,74,73DCA1,2
279.0,279.0,143,CFE2F7,14
279.0,279.0,334,BBA53D,12
279.0,279.0,383,E0E0E0,8
279.0,279.0,9999,05131D,1
280.0,280.0,0,05131D,308
280.0,280.0,1,0055BF,24
280.0,280.0,2,237841,14
280.0,280.0,3,008F9B,4
280.0,280.0,4,C91A09,70
280.0,280.0,6,583927,3
280.0,280.0,7,9BA19D,158
280.0,280.0,8,6D6E5C,64
280.0,280.0,10,4B9F4A,1
280.0,280.0,14,F2CD37,125
280.0,280.0,15,FFFFFF,237
280.0,280.0,25,FE8A18,53
280.0,280.0,33,0020A0,19
280.0,280.0,36,C91A09,1
280.0,280.0,40,635F52,11
280.0,280.0,41,AEEFEC,9
280.0,280.0,42,F8F184,55
280.0,280.0,47,FCFCFC,6
280.0,280.0,57,FF800D,31
280.0,280.0,143,CFE2F7,8
280.0,280.0,383,E0E0E0,19
280.0,280.0,9999,05131D,4
287.0,287.0,0,05131D,41
287.0,287.0,1,0055BF,9
287.0,287.0,4,C91A09,25
287.0,287.0,14,F2CD37,22
287.0,287.0,15,FFFFFF,21
287.0,287.0,33,0020A0,1
287.0,287.0,36,C91A09,5
287.0,287.0,40,635F52,5
287.0,287.0,41,AEEFEC,2
287.0,287.0,71,A0A5A9,28
287.0,287.0,72,6C6E68,16
287.0,287.0,143,CFE2F7,1
287.0,287.0,272,0A3463,5
287.0,287.0,378,A0BCAC,1
287.0,287.0,379,6074A1,1
297.0,297.0,0,05131D,632
297.0,297.0,1,0055BF,60
297.0,297.0,2,237841,68
297.0,297.0,4,C91A09,171
297.0,297.0,6,583927,102
297.0,297.0,7,9BA19D,574
297.0,297.0,8,6D6E5C,318
297.0,297.0,14,F2CD37,73
297.0,297.0,15,FFFFFF,76
297.0,297.0,19,E4CD9E,383
297.0,297.0,34,84B68D,6
297.0,297.0,36,C91A09,16
297.0,297.0,42,F8F184,4
297.0,297.0,46,F5CD2F,13
297.0,297.0,47,FCFCFC,40
297.0,297.0,57,FF800D,15
297.0,297.0,82,DBAC34,2
297.0,297.0,334,BBA53D,12
297.0,297.0,9999,05131D,6
298.0,298.0,0,05131D,331
