theme_id,id_theme,color_id,rgb,total_quantity
1.0,1.0,0,05131D,138416
1.0,1.0,1,0055BF,41657
1.0,1.0,2,237841,1105
1.0,1.0,3,008F9B,319
1.0,1.0,4,C91A09,30486
1.0,1.0,5,C870A0,1
1.0,1.0,7,9BA19D,16283
1.0,1.0,8,6D6E5C,1168
1.0,1.0,10,4B9F4A,513
1.0,1.0,14,F2CD37,20573
1.0,1.0,15,FFFFFF,10981
1.0,1.0,19,E4CD9E,5770
1.0,1.0,22,81007B,1
1.0,1.0,25,FE8A18,3553
1.0,1.0,26,923978,30
1.0,1.0,27,BBE90B,2013
1.0,1.0,28,958A73,993
1.0,1.0,29,E4ADC8,17
1.0,1.0,33,0020A0,93
1.0,1.0,34,84B68D,74
1.0,1.0,35,D9E4A7,2
1.0,1.0,36,C91A09,880
1.0,1.0,40,635F52,51
1.0,1.0,41,AEEFEC,113
1.0,1.0,42,F8F184,12
1.0,1.0,46,F5CD2F,201
1.0,1.0,47,FCFCFC,1783
1.0,1.0,57,FF800D,40
1.0,1.0,70,582A12,2091
1.0,1.0,71,A0A5A9,55653
1.0,1.0,72,6C6E68,24921
1.0,1.0,73,5A93DB,170
1.0,1.0,79,FFFFFF,4
1.0,1.0,80,A5A9B4,331
1.0,1.0,81,899B5F,23
1.0,1.0,82,DBAC34,66
1.0,1.0,84,AA7D55,12
1.0,1.0,85,3F3691,53
1.0,1.0,135,9CA3A8,180
1.0,1.0,143,CFE2F7,6
1.0,1.0,148,575857,34
1.0,1.0,158,DFEEA5,10
1.0,1.0,179,898788,424
1.0,1.0,182,F08F1C,792
1.0,1.0,191,F8BB3D,403
1.0,1.0,216,B31004,6
1.0,1.0,272,0A3463,1235
1.0,1.0,288,184632,38
1.0,1.0,297,AA7F2E,200
1.0,1.0,308,352100,12
1.0,1.0,320,720E0F,4
1.0,1.0,321,078BC9,902
1.0,1.0,322,36AEBF,98
1.0,1.0,326,9B9A5A,412
1.0,1.0,378,A0BCAC,13
1.0,1.0,379,6074A1,15
1.0,1.0,484,A95500,32
1.0,1.0,1000,D9D9D9,13
1.0,1.0,1050,FF698F,14
1.0,1.0,1059,8320B7,5
1.0,1.0,1062,EBD800,50
1.0,1.0,1095,635F52,3
1.0,1.0,1103,3E3C39,97
1.0,1.0,1136,CA4C0B,545
1.0,1.0,9999,05131D,423
3.0,3.0,0,05131D,3202
3.0,3.0,1,0055BF,11
3.0,3.0,2,237841,10
3.0,3.0,3,008F9B,424
3.0,3.0,4,C91A09,12
3.0,3.0,7,9BA19D,959
3.0,3.0,8,6D6E5C,231
3.0,3.0,14,F2CD37,196
3.0,3.0,15,FFFFFF,27
3.0,3.0,22,81007B,107
3.0,3.0,25,FE8A18,39
3.0,3.0,27,BBE90B,36
3.0,3.0,34,84B68D,2
3.0,3.0,36,C91A09,2
3.0,3.0,41,AEEFEC,6
3.0,3.0,42,F8F184,6
3.0,3.0,47,FCFCFC,1
3.0,3.0,135,9CA3A8,6
3.0,3.0,9999,05131D,27
4.0,4.0,0,05131D,3575
4.0,4.0,1,0055BF,1327
4.0,4.0,4,C91A09,2078
4.0,4.0,7,9BA19D,4492
4.0,4.0,14,F2CD37,2169
4.0,4.0,15,FFFFFF,92
4.0,4.0,36,C91A09,36
4.0,4.0,46,F5CD2F,24
4.0,4.0,47,FCFCFC,45
4.0,4.0,9999,05131D,3
16.0,16.0,0,05131D,332
16.0,16.0,1,0055BF,3
16.0,16.0,2,237841,4
16.0,16.0,3,008F9B,4
16.0,16.0,4,C91A09,18
16.0,16.0,7,9BA19D,109
16.0,16.0,8,6D6E5C,38
16.0,16.0,14,F2CD37,20
16.0,16.0,15,FFFFFF,26
16.0,16.0,19,E4CD9E,14
16.0,16.0,25,FE8A18,9
16.0,16.0,27,BBE90B,16
16.0,16.0,36,C91A09,2
16.0,16.0,41,AEEFEC,6
16.0,16.0,42,F8F184,8
16.0,16.0,57,FF800D,2
16.0,16.0,135,9CA3A8,2
16.0,16.0,383,E0E0E0,2
16.0,16.0,9999,05131D,1
17.0,17.0,0,05131D,447
17.0,17.0,1,0055BF,19
17.0,17.0,2,237841,12
17.0,17.0,4,C91A09,63
17.0,17.0,7,9BA19D,172
17.0,17.0,8,6D6E5C,7
17.0,17.0,14,F2CD37,43
17.0,17.0,15,FFFFFF,23
17.0,17.0,135,9CA3A8,5
17.0,17.0,9999,05131D,5
18.0,18.0,0,05131D,1484
18.0,18.0,1,0055BF,22
18.0,18.0,2,237841,53
18.0,18.0,4,C91A09,15
18.0,18.0,6,583927,90
18.0,18.0,7,9BA19D,728
18.0,18.0,8,6D6E5C,332
18.0,18.0,14,F2CD37,8
18.0,18.0,15,FFFFFF,273
18.0,18.0,19,E4CD9E,153
18.0,18.0,25,FE8A18,1
18.0,18.0,33,0020A0,1
18.0,18.0,36,C91A09,24
18.0,18.0,46,F5CD2F,2
18.0,18.0,73,5A93DB,66
18.0,18.0,80,A5A9B4,1
18.0,18.0,82,DBAC34,14
18.0,18.0,110,4354A3,35
18.0,18.0,135,9CA3A8,19
18.0,18.0,137,7988A1,81
18.0,18.0,150,ABADAC,1
18.0,18.0,272,0A3463,17
18.0,18.0,334,BBA53D,2
18.0,18.0,484,A95500,2
18.0,18.0,9999,05131D,4
19.0,19.0,0,05131D,406
19.0,19.0,1,0055BF,19
19.0,19.0,4,C91A09,19
19.0,19.0,7,9BA19D,421
19.0,19.0,8,6D6E5C,32
19.0,19.0,14,F2CD37,74
19.0,19.0,15,FFFFFF,22
19.0,19.0,19,E4CD9E,4
19.0,19.0,22,81007B,13
19.0,19.0,47,FCFCFC,4
19.0,19.0,71,A0A5A9,44
19.0,19.0,72,6C6E68,7
19.0,19.0,80,A5A9B4,14
19.0,19.0,135,9CA3A8,18
19.0,19.0,9999,05131D,5
20.0,20.0,0,05131D,381
20.0,20.0,1,0055BF,36
20.0,20.0,2,237841,15
20.0,20.0,3,008F9B,32
20.0,20.0,4,C91A09,30
20.0,20.0,7,9BA19D,94
20.0,20.0,8,6D6E5C,38
20.0,20.0,14,F2CD37,59
20.0,20.0,15,FFFFFF,17
20.0,20.0,19,E4CD9E,20
20.0,20.0,21,D4D5C9,4
20.0,20.0,22,81007B,31
20.0,20.0,25,FE8A18,9
20.0,20.0,36,C91A09,2
20.0,20.0,40,635F52,2
20.0,20.0,57,FF800D,4
20.0,20.0,73,5A93DB,23
20.0,20.0,82,DBAC34,2
20.0,20.0,135,9CA3A8,4
20.0,20.0,216,B31004,5
20.0,20.0,9999,05131D,1
21.0,21.0,0,05131D,2544
21.0,21.0,1,0055BF,222
21.0,21.0,4,C91A09,695
21.0,21.0,7,9BA19D,2529
21.0,21.0,8,6D6E5C,69
21.0,21.0,14,F2CD37,835
21.0,21.0,15,FFFFFF,131
21.0,21.0,34,84B68D,2
21.0,21.0,36,C91A09,7
21.0,21.0,46,F5CD2F,18
21.0,21.0,47,FCFCFC,1
21.0,21.0,9999,05131D,7
22.0,22.0,0,05131D,4191
22.0,22.0,1,0055BF,4333
22.0,22.0,2,237841,2532
22.0,22.0,3,008F9B,53
22.0,22.0,4,C91A09,5109
22.0,22.0,5,C870A0,56
22.0,22.0,6,583927,89
22.0,22.0,7,9BA19D,271
22.0,22.0,8,6D6E5C,258
22.0,22.0,9,B4D2E3,1
22.0,22.0,10,4B9F4A,72
22.0,22.0,13,FC97AC,5
22.0,22.0,14,F2CD37,3819
22.0,22.0,15,FFFFFF,5667
22.0,22.0,18,FBE696,9
22.0,22.0,19,E4CD9E,752
22.0,22.0,22,81007B,51
22.0,22.0,25,FE8A18,1091
22.0,22.0,26,923978,27
22.0,22.0,27,BBE90B,470
22.0,22.0,28,958A73,77
22.0,22.0,29,E4ADC8,73
22.0,22.0,31,E1D5ED,9
22.0,22.0,33,0020A0,368
22.0,22.0,34,84B68D,12
22.0,22.0,35,D9E4A7,3
22.0,22.0,36,C91A09,400
22.0,22.0,40,635F52,71
22.0,22.0,41,AEEFEC,90
22.0,22.0,42,F8F184,32
22.0,22.0,45,DF6695,3
22.0,22.0,46,F5CD2F,32
22.0,22.0,47,FCFCFC,422
22.0,22.0,52,A5A5CB,7
22.0,22.0,57,FF800D,14
22.0,22.0,70,582A12,408
22.0,22.0,71,A0A5A9,2033
22.0,22.0,72,6C6E68,1129
22.0,22.0,73,5A93DB,460
22.0,22.0,74,73DCA1,2
22.0,22.0,80,A5A9B4,19
22.0,22.0,82,DBAC34,12
22.0,22.0,84,AA7D55,54
22.0,22.0,85,3F3691,1
22.0,22.0,92,D09168,6
22.0,22.0,112,6874CA,1
22.0,22.0,118,B3D7D1,4
22.0,22.0,135,9CA3A8,10
22.0,22.0,143,CFE2F7,1
22.0,22.0,158,DFEEA5,5
22.0,22.0,179,898788,54
22.0,22.0,182,F08F1C,44
22.0,22.0,191,F8BB3D,155
22.0,22.0,212,9FC3E9,12
22.0,22.0,226,FFF03A,42
22.0,22.0,272,0A3463,102
22.0,22.0,288,184632,178
22.0,22.0,297,AA7F2E,94
22.0,22.0,308,352100,48
22.0,22.0,320,720E0F,188
22.0,22.0,321,078BC9,132
22.0,22.0,322,36AEBF,123
22.0,22.0,323,ADC3C0,2
22.0,22.0,326,9B9A5A,1
22.0,22.0,335,D67572,5
22.0,22.0,351,F785B1,11
22.0,22.0,366,FA9C1C,2
22.0,22.0,378,A0BCAC,87
22.0,22.0,379,6074A1,25
22.0,22.0,383,E0E0E0,7
22.0,22.0,462,FFA70B,30
22.0,22.0,484,A95500,96
22.0,22.0,503,E6E3DA,2
22.0,22.0,1050,FF698F,30
22.0,22.0,1103,3E3C39,2
22.0,22.0,1136,CA4C0B,3
22.0,22.0,9999,05131D,35
34.0,34.0,0,05131D,2517
34.0,34.0,1,0055BF,4032
34.0,34.0,2,237841,1976
34.0,34.0,3,008F9B,7
34.0,34.0,4,C91A09,4774
34.0,34.0,5,C870A0,12
34.0,34.0,6,583927,116
34.0,34.0,7,9BA19D,199
34.0,34.0,8,6D6E5C,144
34.0,34.0,10,4B9F4A,17
34.0,34.0,13,FC97AC,3
34.0,34.0,14,F2CD37,3848
34.0,34.0,15,FFFFFF,4526
34.0,34.0,19,E4CD9E,112
34.0,34.0,22,81007B,9
34.0,34.0,25,FE8A18,517
34.0,34.0,26,923978,32
34.0,34.0,27,BBE90B,326
34.0,34.0,29,E4ADC8,4
34.0,34.0,33,0020A0,160
34.0,34.0,34,84B68D,4
34.0,34.0,36,C91A09,126
34.0,34.0,41,AEEFEC,6
34.0,34.0,42,F8F184,8
34.0,34.0,46,F5CD2F,20
34.0,34.0,47,FCFCFC,152
34.0,34.0,69,CD6298,44
34.0,34.0,70,582A12,97
34.0,34.0,71,A0A5A9,400
34.0,34.0,72,6C6E68,232
34.0,34.0,73,5A93DB,202
34.0,34.0,80,A5A9B4,2
34.0,34.0,82,DBAC34,8
34.0,34.0,85,3F3691,21
34.0,34.0,89,4C61DB,4
34.0,34.0,92,D09168,1
34.0,34.0,118,B3D7D1,1
34.0,34.0,143,CFE2F7,9
34.0,34.0,212,9FC3E9,1
34.0,34.0,272,0A3463,9
34.0,34.0,288,184632,5
34.0,34.0,320,720E0F,10
34.0,34.0,351,F785B1,3
34.0,34.0,366,FA9C1C,1
34.0,34.0,378,A0BCAC,41
34.0,34.0,379,6074A1,22
34.0,34.0,383,E0E0E0,2
34.0,34.0,462,FFA70B,10
34.0,34.0,484,A95500,12
34.0,34.0,1001,9391E4,1
34.0,34.0,9999,05131D,2
35.0,35.0,0,05131D,2964
35.0,35.0,1,0055BF,3960
35.0,35.0,2,237841,1927
35.0,35.0,4,C91A09,4979
35.0,35.0,5,C870A0,83
35.0,35.0,10,4B9F4A,74
35.0,35.0,14,F2CD37,4260
35.0,35.0,15,FFFFFF,4438
35.0,35.0,19,E4CD9E,263
35.0,35.0,25,FE8A18,1342
35.0,35.0,26,923978,47
35.0,35.0,27,BBE90B,1271
35.0,35.0,28,958A73,47
35.0,35.0,29,E4ADC8,202
35.0,35.0,30,AC78BA,17
35.0,35.0,33,0020A0,63
35.0,35.0,34,84B68D,75
35.0,35.0,36,C91A09,174
35.0,35.0,40,635F52,5
35.0,35.0,41,AEEFEC,30
35.0,35.0,42,F8F184,16
35.0,35.0,45,DF6695,9
35.0,35.0,46,F5CD2F,158
35.0,35.0,47,FCFCFC,199
35.0,35.0,57,FF800D,29
35.0,35.0,70,582A12,655
35.0,35.0,71,A0A5A9,1021
35.0,35.0,72,6C6E68,424
35.0,35.0,73,5A93DB,350
35.0,35.0,80,A5A9B4,7
35.0,35.0,84,AA7D55,2
35.0,35.0,85,3F3691,38
35.0,35.0,135,9CA3A8,1
35.0,35.0,179,898788,44
35.0,35.0,182,F08F1C,50
35.0,35.0,191,F8BB3D,23
35.0,35.0,272,0A3463,28
35.0,35.0,288,184632,22
35.0,35.0,297,AA7F2E,8
35.0,35.0,320,720E0F,23
35.0,35.0,321,078BC9,122
35.0,35.0,322,36AEBF,10
35.0,35.0,334,BBA53D,1
35.0,35.0,484,A95500,3
35.0,35.0,1103,3E3C39,1
50.0,50.0,0,05131D,581
50.0,50.0,1,0055BF,182
50.0,50.0,2,237841,79
50.0,50.0,4,C91A09,483
50.0,50.0,6,583927,17
50.0,50.0,7,9BA19D,256
50.0,50.0,8,6D6E5C,47
50.0,50.0,14,F2CD37,447
50.0,50.0,15,FFFFFF,813
50.0,50.0,25,FE8A18,15
50.0,50.0,33,0020A0,25
50.0,50.0,34,84B68D,16
50.0,50.0,36,C91A09,60
50.0,50.0,40,635F52,1
50.0,50.0,41,AEEFEC,52
50.0,50.0,42,F8F184,1
50.0,50.0,46,F5CD2F,67
50.0,50.0,47,FCFCFC,51
50.0,50.0,57,FF800D,8
50.0,50.0,70,582A12,36
50.0,50.0,71,A0A5A9,156
50.0,50.0,72,6C6E68,9
50.0,50.0,383,E0E0E0,39
50.0,50.0,9999,05131D,23
51.0,51.0,0,05131D,224
51.0,51.0,1,0055BF,156
51.0,51.0,2,237841,1
51.0,51.0,4,C91A09,22
51.0,51.0,6,583927,2
51.0,51.0,7,9BA19D,137
51.0,51.0,8,6D6E5C,49
51.0,51.0,14,F2CD37,46
51.0,51.0,15,FFFFFF,125
51.0,51.0,25,FE8A18,68
51.0,51.0,33,0020A0,23
51.0,51.0,34,84B68D,9
51.0,51.0,36,C91A09,25
51.0,51.0,41,AEEFEC,7
51.0,51.0,42,F8F184,54
51.0,51.0,46,F5CD2F,4
51.0,51.0,47,FCFCFC,2
51.0,51.0,57,FF800D,4
51.0,51.0,9999,05131D,8
52.0,52.0,0,05131D,10925
52.0,52.0,1,0055BF,1235
52.0,52.0,2,237841,882
52.0,52.0,3,008F9B,296
52.0,52.0,4,C91A09,3673
52.0,52.0,5,C870A0,70
52.0,52.0,10,4B9F4A,320
52.0,52.0,14,F2CD37,2583
52.0,52.0,15,FFFFFF,6080
52.0,52.0,19,E4CD9E,1737
52.0,52.0,25,FE8A18,924
52.0,52.0,26,923978,86
52.0,52.0,27,BBE90B,1217
52.0,52.0,28,958A73,393
52.0,52.0,29,E4ADC8,31
52.0,52.0,30,AC78BA,15
52.0,52.0,31,E1D5ED,4
52.0,52.0,33,0020A0,193
52.0,52.0,34,84B68D,137
52.0,52.0,35,D9E4A7,82
52.0,52.0,36,C91A09,633
52.0,52.0,40,635F52,185
52.0,52.0,41,AEEFEC,973
52.0,52.0,42,F8F184,29
52.0,52.0,45,DF6695,23
52.0,52.0,46,F5CD2F,384
52.0,52.0,47,FCFCFC,910
52.0,52.0,52,A5A5CB,6
52.0,52.0,57,FF800D,2
52.0,52.0,70,582A12,1038
52.0,52.0,71,A0A5A9,7944
52.0,52.0,72,6C6E68,6256
52.0,52.0,73,5A93DB,19
52.0,52.0,80,A5A9B4,73
52.0,52.0,82,DBAC34,31
52.0,52.0,84,AA7D55,713
52.0,52.0,85,3F3691,109
52.0,52.0,129,A5A5CB,1
52.0,52.0,158,DFEEA5,6
52.0,52.0,179,898788,459
52.0,52.0,182,F08F1C,714
52.0,52.0,191,F8BB3D,359
52.0,52.0,212,9FC3E9,64
52.0,52.0,226,FFF03A,53
52.0,52.0,272,0A3463,916
52.0,52.0,288,184632,36
52.0,52.0,297,AA7F2E,323
52.0,52.0,308,352100,38
52.0,52.0,320,720E0F,406
52.0,52.0,321,078BC9,353
52.0,52.0,322,36AEBF,519
52.0,52.0,323,ADC3C0,33
52.0,52.0,326,9B9A5A,41
52.0,52.0,378,A0BCAC,53
52.0,52.0,379,6074A1,26
52.0,52.0,383,E0E0E0,2
52.0,52.0,484,A95500,334
52.0,52.0,1000,D9D9D9,11
52.0,52.0,1003,68BCC5,4
52.0,52.0,1050,FF698F,13
52.0,52.0,1054,CE1D9B,1
52.0,52.0,1059,8320B7,4
52.0,52.0,1060,84B68D,3
52.0,52.0,1062,EBD800,132
52.0,52.0,1088,755945,1
52.0,52.0,1095,635F52,3
52.0,52.0,1103,3E3C39,27
52.0,52.0,1136,CA4C0B,65
52.0,52.0,9999,05131D,106
53.0,53.0,0,05131D,2301
53.0,53.0,1,0055BF,760
53.0,53.0,2,237841,352
53.0,53.0,3,008F9B,5
53.0,53.0,4,C91A09,1296
53.0,53.0,5,C870A0,1
53.0,53.0,14,F2CD37,905
53.0,53.0,15,FFFFFF,3109
53.0,53.0,19,E4CD9E,133
53.0,53.0,25,FE8A18,160
53.0,53.0,27,BBE90B,74
53.0,53.0,28,958A73,38
53.0,53.0,29,E4ADC8,3
53.0,53.0,31,E1D5ED,1
53.0,53.0,33,0020A0,85
53.0,53.0,34,84B68D,95
53.0,53.0,35,D9E4A7,1
53.0,53.0,36,C91A09,194
53.0,53.0,40,635F52,224
53.0,53.0,41,AEEFEC,375
53.0,53.0,42,F8F184,16
53.0,53.0,46,F5CD2F,112
53.0,53.0,47,FCFCFC,118
53.0,53.0,70,582A12,126
53.0,53.0,71,A0A5A9,2217
53.0,53.0,72,6C6E68,1274
53.0,53.0,80,A5A9B4,11
53.0,53.0,82,DBAC34,24
53.0,53.0,84,AA7D55,19
53.0,53.0,85,3F3691,1
53.0,53.0,179,898788,58
53.0,53.0,182,F08F1C,67
53.0,53.0,191,F8BB3D,32
53.0,53.0,272,0A3463,78
53.0,53.0,321,078BC9,92
53.0,53.0,322,36AEBF,3
53.0,53.0,323,ADC3C0,1
53.0,53.0,379,6074A1,3
53.0,53.0,484,A95500,3
53.0,53.0,1050,FF698F,8
53.0,53.0,1062,EBD800,27
53.0,53.0,9999,05131D,38
54.0,54.0,0,05131D,730
54.0,54.0,1,0055BF,159
54.0,54.0,2,237841,279
54.0,54.0,3,008F9B,1
54.0,54.0,4,C91A09,204
54.0,54.0,14,F2CD37,344
54.0,54.0,15,FFFFFF,330
54.0,54.0,19,E4CD9E,122
54.0,54.0,25,FE8A18,12
54.0,54.0,27,BBE90B,6
54.0,54.0,28,958A73,4
54.0,54.0,34,84B68D,2
54.0,54.0,36,C91A09,54
54.0,54.0,40,635F52,5
54.0,54.0,41,AEEFEC,11
54.0,54.0,46,F5CD2F,31
54.0,54.0,47,FCFCFC,35
54.0,54.0,70,582A12,17
54.0,54.0,71,A0A5A9,636
54.0,54.0,72,6C6E68,411
54.0,54.0,80,A5A9B4,7
54.0,54.0,84,AA7D55,8
54.0,54.0,135,9CA3A8,2
54.0,54.0,179,898788,21
54.0,54.0,182,F08F1C,68
54.0,54.0,320,720E0F,7
54.0,54.0,321,078BC9,4
54.0,54.0,322,36AEBF,13
54.0,54.0,326,9B9A5A,14
54.0,54.0,484,A95500,3
54.0,54.0,9999,05131D,7
55.0,55.0,0,05131D,1266
55.0,55.0,1,0055BF,564
55.0,55.0,2,237841,29
55.0,55.0,3,008F9B,1
55.0,55.0,4,C91A09,241
55.0,55.0,5,C870A0,1
55.0,55.0,10,4B9F4A,9
55.0,55.0,14,F2CD37,237
55.0,55.0,15,FFFFFF,1662
55.0,55.0,19,E4CD9E,65
55.0,55.0,25,FE8A18,489
55.0,55.0,26,923978,5
55.0,55.0,27,BBE90B,20
55.0,55.0,28,958A73,18
55.0,55.0,29,E4ADC8,2
55.0,55.0,30,AC78BA,1
55.0,55.0,33,0020A0,6
55.0,55.0,34,84B68D,54
55.0,55.0,36,C91A09,141
55.0,55.0,40,635F52,19
55.0,55.0,41,AEEFEC,131
55.0,55.0,42,F8F184,1
55.0,55.0,46,F5CD2F,89
55.0,55.0,47,FCFCFC,76
55.0,55.0,70,582A12,21
55.0,55.0,71,A0A5A9,1012
55.0,55.0,72,6C6E68,1003
55.0,55.0,84,AA7D55,16
55.0,55.0,135,9CA3A8,1
55.0,55.0,179,898788,33
55.0,55.0,182,F08F1C,94
55.0,55.0,191,F8BB3D,60
55.0,55.0,212,9FC3E9,6
55.0,55.0,272,0A3463,3
55.0,55.0,297,AA7F2E,1
55.0,55.0,320,720E0F,4
55.0,55.0,321,078BC9,6
55.0,55.0,322,36AEBF,10
55.0,55.0,326,9B9A5A,1
55.0,55.0,378,A0BCAC,25
55.0,55.0,379,6074A1,8
55.0,55.0,1062,EBD800,40
55.0,55.0,1103,3E3C39,1
55.0,55.0,1136,CA4C0B,94
55.0,55.0,9999,05131D,20
56.0,56.0,0,05131D,5035
56.0,56.0,1,0055BF,801
56.0,56.0,2,237841,355
56.0,56.0,3,008F9B,19
56.0,56.0,4,C91A09,1331
56.0,56.0,8,6D6E5C,2
56.0,56.0,10,4B9F4A,1
56.0,56.0,14,F2CD37,3453
56.0,56.0,15,FFFFFF,788
56.0,56.0,19,E4CD9E,241
56.0,56.0,25,FE8A18,232
56.0,56.0,27,BBE90B,36
56.0,56.0,28,958A73,206
56.0,56.0,33,0020A0,3
56.0,56.0,34,84B68D,3
56.0,56.0,36,C91A09,253
56.0,56.0,40,635F52,108
56.0,56.0,41,AEEFEC,29
56.0,56.0,46,F5CD2F,153
56.0,56.0,47,FCFCFC,272
56.0,56.0,52,A5A5CB,1
56.0,56.0,70,582A12,270
56.0,56.0,71,A0A5A9,3568
56.0,56.0,72,6C6E68,3976
56.0,56.0,73,5A93DB,1
56.0,56.0,82,DBAC34,2
56.0,56.0,84,AA7D55,50
56.0,56.0,135,9CA3A8,8
56.0,56.0,179,898788,75
56.0,56.0,182,F08F1C,578
56.0,56.0,191,F8BB3D,603
56.0,56.0,212,9FC3E9,1
56.0,56.0,272,0A3463,9
56.0,56.0,288,184632,5
56.0,56.0,297,AA7F2E,51
56.0,56.0,320,720E0F,19
56.0,56.0,321,078BC9,19
56.0,56.0,322,36AEBF,15
56.0,56.0,326,9B9A5A,3
56.0,56.0,378,A0BCAC,7
56.0,56.0,379,6074A1,10
56.0,56.0,484,A95500,16
56.0,56.0,1000,D9D9D9,4
56.0,56.0,1059,8320B7,2
56.0,56.0,1136,CA4C0B,4
56.0,56.0,9999,05131D,45
57.0,57.0,0,05131D,787
57.0,57.0,1,0055BF,259
57.0,57.0,2,237841,189
57.0,57.0,3,008F9B,28
57.0,57.0,4,C91A09,344
57.0,57.0,10,4B9F4A,75
57.0,57.0,14,F2CD37,238
57.0,57.0,15,FFFFFF,365
57.0,57.0,19,E4CD9E,284
57.0,57.0,25,FE8A18,48
57.0,57.0,27,BBE90B,114
57.0,57.0,28,958A73,18
57.0,57.0,29,E4ADC8,3
57.0,57.0,36,C91A09,62
57.0,57.0,40,635F52,15
57.0,57.0,41,AEEFEC,23
57.0,57.0,46,F5CD2F,42
57.0,57.0,47,FCFCFC,77
57.0,57.0,70,582A12,182
57.0,57.0,71,A0A5A9,583
57.0,57.0,72,6C6E68,438
57.0,57.0,84,AA7D55,21
57.0,57.0,85,3F3691,3
57.0,57.0,92,D09168,5
57.0,57.0,135,9CA3A8,5
57.0,57.0,179,898788,25
57.0,57.0,182,F08F1C,48
57.0,57.0,191,F8BB3D,4
57.0,57.0,226,FFF03A,1
57.0,57.0,272,0A3463,3
57.0,57.0,288,184632,2
57.0,57.0,297,AA7F2E,11
57.0,57.0,308,352100,1
57.0,57.0,320,720E0F,19
57.0,57.0,321,078BC9,15
57.0,57.0,322,36AEBF,1
57.0,57.0,484,A95500,3
57.0,57.0,9999,05131D,9
58.0,58.0,0,05131D,2723
58.0,58.0,1,0055BF,580
58.0,58.0,2,237841,218
58.0,58.0,3,008F9B,51
58.0,58.0,4,C91A09,4691
58.0,58.0,5,C870A0,1
58.0,58.0,7,9BA19D,1
58.0,58.0,10,4B9F4A,47
58.0,58.0,14,F2CD37,1178
58.0,58.0,15,FFFFFF,3073
58.0,58.0,19,E4CD9E,304
58.0,58.0,25,FE8A18,27
58.0,58.0,27,BBE90B,19
58.0,58.0,28,958A73,52
58.0,58.0,29,E4ADC8,3
58.0,58.0,33,0020A0,805
58.0,58.0,34,84B68D,53
58.0,58.0,35,D9E4A7,9
58.0,58.0,36,C91A09,285
58.0,58.0,40,635F52,101
58.0,58.0,41,AEEFEC,757
58.0,58.0,46,F5CD2F,216
58.0,58.0,47,FCFCFC,221
58.0,58.0,57,FF800D,5
58.0,58.0,70,582A12,339
58.0,58.0,71,A0A5A9,3059
58.0,58.0,72,6C6E68,2602
58.0,58.0,73,5A93DB,3
58.0,58.0,80,A5A9B4,2
58.0,58.0,84,AA7D55,76
58.0,58.0,85,3F3691,6
58.0,58.0,135,9CA3A8,13
58.0,58.0,179,898788,78
58.0,58.0,182,F08F1C,396
58.0,58.0,191,F8BB3D,16
58.0,58.0,212,9FC3E9,2
58.0,58.0,226,FFF03A,153
58.0,58.0,272,0A3463,2
58.0,58.0,288,184632,6
58.0,58.0,308,352100,19
58.0,58.0,321,078BC9,1
58.0,58.0,322,36AEBF,4
58.0,58.0,326,9B9A5A,8
58.0,58.0,378,A0BCAC,4
58.0,58.0,484,A95500,22
58.0,58.0,1055,FCFCFC,7
58.0,58.0,1062,EBD800,250
58.0,58.0,1103,3E3C39,17
58.0,58.0,9999,05131D,54
59.0,59.0,0,05131D,1024
59.0,59.0,1,0055BF,208
59.0,59.0,2,237841,60
59.0,59.0,3,008F9B,4
59.0,59.0,4,C91A09,480
59.0,59.0,10,4B9F4A,4
59.0,59.0,14,F2CD37,426
59.0,59.0,15,FFFFFF,905
59.0,59.0,19,E4CD9E,94
59.0,59.0,25,FE8A18,131
59.0,59.0,27,BBE90B,74
59.0,59.0,28,958A73,8
59.0,59.0,33,0020A0,2
59.0,59.0,34,84B68D,63
59.0,59.0,36,C91A09,96
59.0,59.0,40,635F52,56
59.0,59.0,41,AEEFEC,39
59.0,59.0,42,F8F184,1
59.0,59.0,46,F5CD2F,48
59.0,59.0,47,FCFCFC,98
59.0,59.0,70,582A12,121
59.0,59.0,71,A0A5A9,855
59.0,59.0,72,6C6E68,756
59.0,59.0,73,5A93DB,7
59.0,59.0,84,AA7D55,8
59.0,59.0,135,9CA3A8,1
59.0,59.0,179,898788,39
59.0,59.0,182,F08F1C,43
59.0,59.0,191,F8BB3D,93
59.0,59.0,212,9FC3E9,1
59.0,59.0,272,0A3463,35
59.0,59.0,288,184632,54
59.0,59.0,297,AA7F2E,2
59.0,59.0,308,352100,12
59.0,59.0,320,720E0F,22
59.0,59.0,322,36AEBF,1
59.0,59.0,326,9B9A5A,26
59.0,59.0,484,A95500,15
59.0,59.0,1136,CA4C0B,30
59.0,59.0,9999,05131D,18
60.0,60.0,0,05131D,574
60.0,60.0,1,0055BF,112
60.0,60.0,2,237841,47
60.0,60.0,3,008F9B,140
60.0,60.0,4,C91A09,621
60.0,60.0,5,C870A0,8
60.0,60.0,6,583927,1
60.0,60.0,7,9BA19D,2
60.0,60.0,10,4B9F4A,10
60.0,60.0,14,F2CD37,100
60.0,60.0,15,FFFFFF,1513
60.0,60.0,19,E4CD9E,26
60.0,60.0,25,FE8A18,32
60.0,60.0,26,923978,6
60.0,60.0,27,BBE90B,23
60.0,60.0,28,958A73,11
