year,color,total_quantity,year_total,share
2005.0,Nougat,25,87603,0.00028537835462255856
2005.0,Orange,1331,87603,0.01519354360010502
2005.0,Pastel Blue,173,87603,0.0019748182139881056
2005.0,Pearl Black,6,87603,6.849080510941406e-05
2005.0,Pearl Blue,4,87603,4.5660536739609376e-05
2005.0,Pearl Brown,13,87603,0.00014839674440373046
2005.0,Pearl Dark Gray,51,87603,0.0005821718434300195
2005.0,Pearl Gold,51,87603,0.0005821718434300195
2005.0,Pearl Green,5,87603,5.707567092451172e-05
2005.0,Pearl Light Gray,968,87603,0.011049849890985468
2005.0,Pearl Red,3,87603,3.424540255470703e-05
2005.0,Pearl Sand Blue,9,87603,0.00010273620766412109
2005.0,Pearl White,13,87603,0.00014839674440373046
2005.0,Pink,9,87603,0.00010273620766412109
2005.0,Purple,14,87603,0.0001598118785886328
2005.0,Red,6867,87603,0.07838772644772439
2005.0,Reddish Brown,4035,87603,0.04606006643608095
2005.0,Reddish Gold,38,87603,0.0004337750990262891
2005.0,Reddish Lilac,46,87603,0.0005250961725055078
2005.0,Royal Blue,63,87603,0.0007191534536488476
2005.0,Rust Orange,2,87603,2.2830268369804688e-05
2005.0,Sand Blue,188,87603,0.002146045226761641
2005.0,Sand Green,79,87603,0.0009017956006072851
2005.0,Sky Blue,32,87603,0.000365284293916875
2005.0,Speckle Black-Silver,42,87603,0.00047943563576589843
2005.0,Tan,3169,87603,0.036174560231955526
2005.0,Trans-Brown,269,87603,0.0030706710957387304
2005.0,Trans-Clear,466,87603,0.005319452530164492
2005.0,Trans-Dark Blue,752,87603,0.008584180907046563
2005.0,Trans-Dark Pink,246,87603,0.0028081230094859767
2005.0,Trans-Fire Yellow,4,87603,4.5660536739609376e-05
2005.0,Trans-Flame Yellowish Orange,29,87603,0.00033103889136216797
2005.0,Trans-Green,98,87603,0.0011186831501204296
2005.0,Trans-Light Blue,215,87603,0.0024542538497540037
2005.0,Trans-Light Bright Green,27,87603,0.0003082086229923633
2005.0,Trans-Light Green,33,87603,0.0003766994281017773
2005.0,Trans-Light Purple,59,87603,0.0006734929169092382
2005.0,Trans-Light Royal Blue,90,87603,0.001027362076641211
2005.0,Trans-Medium Blue,38,87603,0.0004337750990262891
2005.0,Trans-Medium Purple,113,87603,0.0012899101628939648
2005.0,Trans-Neon Green,154,87603,0.001757930664474961
2005.0,Trans-Neon Orange,333,87603,0.0038012396835724804
2005.0,Trans-Neon Yellow,22,87603,0.0002511329520678516
2005.0,Trans-Orange,171,87603,0.0019519879456183008
2005.0,Trans-Pink,128,87603,0.0014611371756675
2005.0,Trans-Purple,36,87603,0.00041094483065648435
2005.0,Trans-Red,365,87603,0.004166523977489355
2005.0,Trans-Very Lt Blue,48,87603,0.0005479264408753125
2005.0,Trans-Yellow,210,87603,0.0023971781788294923
2005.0,Very Light Bluish Gray,37,87603,0.0004223599648413867
2005.0,White,7229,87603,0.08252000502265903
2005.0,Yellow,5750,87603,0.06563702156318847
2005.0,[No Color/Any Color],275,87603,0.0031391619008481445
2006.0,Aqua,31,89022,0.00034822852777964997
2006.0,Black,21962,89022,0.2467030621644088
2006.0,Blue,5648,89022,0.06344499112578914
2006.0,Bright Green,281,89022,0.003156523106647795
2006.0,Bright Light Blue,17,89022,0.00019096403136303384
2006.0,Bright Light Orange,119,89022,0.001336748219541237
2006.0,Bright Light Yellow,27,89022,0.00030329581451775964
2006.0,Bright Pink,62,89022,0.0006964570555592999
2006.0,Brown,60,89022,0.0006739906989283548
2006.0,Chrome Blue,1,89022,1.123317831547258e-05
2006.0,Chrome Gold,21,89022,0.00023589674462492417
2006.0,Chrome Pink,3,89022,3.369953494641774e-05
2006.0,Chrome Silver,92,89022,0.0010334524050234772
2006.0,Clikits Pink,32,89022,0.0003594617060951226
2006.0,Copper,5,89022,5.61658915773629e-05
2006.0,Dark Blue,267,89022,0.002999258610231179
2006.0,Dark Blue-Violet,1,89022,1.123317831547258e-05
2006.0,Dark Bluish Gray,10365,89022,0.1164318932398733
2006.0,Dark Gray,61,89022,0.0006852238772438274
2006.0,Dark Green,307,89022,0.003448585742850082
2006.0,Dark Orange,88,89022,0.000988519691761587
2006.0,Dark Pink,53,89022,0.0005953584507200467
2006.0,Dark Purple,39,89022,0.0004380939543034306
2006.0,Dark Red,662,89022,0.007436364044842848
2006.0,Dark Tan,44,89022,0.0004942598458807935
2006.0,Flat Dark Gold,15,89022,0.0001684976747320887
2006.0,Glitter Trans-Dark Pink,21,89022,0.00023589674462492417
2006.0,Glitter Trans-Purple,7,89022,7.863224820830806e-05
2006.0,Glow In Dark Opaque,7,89022,7.863224820830806e-05
2006.0,Glow In Dark Trans,7,89022,7.863224820830806e-05
2006.0,Green,2095,89022,0.023533508570915056
2006.0,Light Bluish Gray,13636,89022,0.1531756195097841
2006.0,Light Brown,50,89022,0.000561658915773629
2006.0,Light Gray,80,89022,0.0008986542652378064
2006.0,Light Lilac,3,89022,3.369953494641774e-05
2006.0,Light Lime,1,89022,1.123317831547258e-05
2006.0,Light Purple,6,89022,6.739906989283548e-05
2006.0,Light Tan,1,89022,1.123317831547258e-05
2006.0,Lime,549,89022,0.0061670148951944465
2006.0,Maersk Blue,4,89022,4.493271326189032e-05
2006.0,Magenta,62,89022,0.0006964570555592999
2006.0,Medium Blue,220,89022,0.0024712992294039678
2006.0,Medium Orange,6,89022,6.739906989283548e-05
2006.0,Metal,1,89022,1.123317831547258e-05
2006.0,Metallic Gold,4,89022,4.493271326189032e-05
2006.0,Metallic Silver,222,89022,0.0024937655860349127
2006.0,Nougat,4,89022,4.493271326189032e-05
2006.0,Orange,846,89022,0.009503268854889802
2006.0,Pastel Blue,328,89022,0.0036844824874750063
2006.0,Pearl Black,10,89022,0.0001123317831547258
2006.0,Pearl Blue,4,89022,4.493271326189032e-05
2006.0,Pearl Brown,9,89022,0.00010109860483925321
2006.0,Pearl Dark Gray,75,89022,0.0008424883736604435
2006.0,Pearl Gold,206,89022,0.0023140347329873513
2006.0,Pearl Green,3,89022,3.369953494641774e-05
2006.0,Pearl Light Gray,900,89022,0.010109860483925322
2006.0,Pearl Red,6,89022,6.739906989283548e-05
2006.0,Pearl Sand Blue,2,89022,2.246635663094516e-05
2006.0,Pearl White,19,89022,0.000213430387993979
2006.0,Red,8485,89022,0.09531351800678484
2006.0,Reddish Brown,1883,89022,0.021152074768034868
2006.0,Reddish Gold,2,89022,2.246635663094516e-05
2006.0,Sand Blue,59,89022,0.0006627575206128822
2006.0,Sand Green,50,89022,0.000561658915773629
2006.0,Speckle Black-Copper,6,89022,6.739906989283548e-05
2006.0,Speckle Black-Silver,34,89022,0.0003819280627260677
2006.0,Speckle DBGray-Silver,8,89022,8.986542652378064e-05
2006.0,Tan,1110,89022,0.012468827930174564
2006.0,Trans-Brown,536,89022,0.0060209835770933025
2006.0,Trans-Clear,672,89022,0.0075486958279975735
2006.0,Trans-Dark Blue,385,89022,0.004324773651456944
2006.0,Trans-Dark Pink,107,89022,0.001201950079755566
2006.0,Trans-Fire Yellow,34,89022,0.0003819280627260677
2006.0,Trans-Flame Yellowish Orange,29,89022,0.0003257621711487048
2006.0,Trans-Green,72,89022,0.0008087888387140257
2006.0,Trans-Light Blue,164,89022,0.0018422412437375032
2006.0,Trans-Light Bright Green,17,89022,0.00019096403136303384
2006.0,Trans-Light Green,9,89022,0.00010109860483925321
2006.0,Trans-Light Purple,8,89022,8.986542652378064e-05
2006.0,Trans-Medium Blue,61,89022,0.0006852238772438274
2006.0,Trans-Medium Purple,7,89022,7.863224820830806e-05
2006.0,Trans-Neon Green,452,89022,0.005077396598593606
2006.0,Trans-Neon Orange,262,89022,0.0029430927186538157
2006.0,Trans-Orange,170,89022,0.0019096403136303385
2006.0,Trans-Pink,95,89022,0.001067151939969895
2006.0,Trans-Purple,19,89022,0.000213430387993979
2006.0,Trans-Red,626,89022,0.007031969625485835
2006.0,Trans-Very Lt Blue,13,89022,0.00014603131810114354
2006.0,Trans-Yellow,385,89022,0.004324773651456944
2006.0,Very Light Bluish Gray,95,89022,0.001067151939969895
2006.0,White,8702,89022,0.0977511177012424
2006.0,Yellow,4651,89022,0.05224551234526297
2006.0,[No Color/Any Color],157,89022,0.001763608995529195
2007.0,Black,17930,93609,0.1915414116164044
2007.0,Blue,4226,93609,0.045145231761903236
2007.0,Bright Green,281,93609,0.003001848112895128
2007.0,Bright Light Blue,15,93609,0.00016024100246771143
2007.0,Bright Light Orange,70,93609,0.00074779134484932
2007.0,Bright Light Yellow,12,93609,0.00012819280197416916
2007.0,Bright Pink,30,93609,0.00032048200493542286
2007.0,Chrome Gold,91,93609,0.0009721287483041161
2007.0,Chrome Pink,2,93609,2.1365466995694857e-05
2007.0,Chrome Silver,30,93609,0.00032048200493542286
2007.0,Copper,2,93609,2.1365466995694857e-05
2007.0,Dark Blue,918,93609,0.00980674935102394
2007.0,Dark Bluish Gray,15475,93609,0.16531530087918897
2007.0,Dark Green,140,93609,0.00149558268969864
2007.0,Dark Orange,90,93609,0.0009614460148062686
2007.0,Dark Pink,115,93609,0.0012285143522524544
2007.0,Dark Purple,9,93609,9.614460148062687e-05
2007.0,Dark Red,1197,93609,0.012787231996923373
2007.0,Dark Tan,43,93609,0.0004593575404074395
2007.0,Glitter Trans-Clear,2,93609,2.1365466995694857e-05
2007.0,Glitter Trans-Dark Pink,70,93609,0.00074779134484932
2007.0,Glow In Dark Trans,56,93609,0.000598233075879456
2007.0,Green,1526,93609,0.016301851317715176
2007.0,Light Bluish Gray,16366,93609,0.17483361642577103
2007.0,Light Gray,1,93609,1.0682733497847429e-05
2007.0,Light Lime,2,93609,2.1365466995694857e-05
2007.0,Lime,688,93609,0.007349720646519032
2007.0,Magenta,22,93609,0.00023502013695264344
2007.0,Medium Blue,714,93609,0.007627471717463064
2007.0,Medium Orange,4,93609,4.2730933991389714e-05
2007.0,Medium Violet,3,93609,3.204820049354229e-05
2007.0,Metallic Gold,15,93609,0.00016024100246771143
2007.0,Metallic Silver,100,93609,0.0010682733497847428
2007.0,Milky White,2,93609,2.1365466995694857e-05
2007.0,Nougat,10,93609,0.00010682733497847429
2007.0,Orange,687,93609,0.0073390379130211835
2007.0,Pearl Dark Gray,34,93609,0.0003632129389268126
2007.0,Pearl Gold,196,93609,0.0020938157655780963
2007.0,Pearl Light Gray,764,93609,0.008161608392355435
2007.0,Red,9042,93609,0.09659327628753646
2007.0,Reddish Brown,1839,93609,0.019645546902541423
2007.0,Reddish Lilac,1,93609,1.0682733497847429e-05
2007.0,Sand Blue,1,93609,1.0682733497847429e-05
2007.0,Sand Green,75,93609,0.0008012050123385572
2007.0,Sky Blue,4,93609,4.2730933991389714e-05
2007.0,Speckle Black-Silver,8,93609,8.546186798277943e-05
2007.0,Tan,2475,93609,0.026439765407172387
2007.0,Trans-Brown,255,93609,0.0027240970419510945
2007.0,Trans-Clear,611,93609,0.006527150167184779
2007.0,Trans-Dark Blue,704,93609,0.00752064438248459
2007.0,Trans-Dark Pink,98,93609,0.0010469078827890482
2007.0,Trans-Green,197,93609,0.0021044984990759436
2007.0,Trans-Light Blue,273,93609,0.002916386244912348
2007.0,Trans-Medium Blue,56,93609,0.000598233075879456
2007.0,Trans-Neon Green,298,93609,0.003183454582358534
2007.0,Trans-Neon Orange,160,93609,0.0017092373596555887
2007.0,Trans-Orange,295,93609,0.0031514063818649917
2007.0,Trans-Purple,4,93609,4.2730933991389714e-05
2007.0,Trans-Red,588,93609,0.006281447296734288
2007.0,Trans-Yellow,413,93609,0.004411968934610988
2007.0,Very Light Bluish Gray,3,93609,3.204820049354229e-05
2007.0,White,9175,93609,0.09801407984275017
2007.0,Yellow,4995,93609,0.05336025382174791
2007.0,[No Color/Any Color],101,93609,0.0010789560832825903
2008.0,Black,19501,101972,0.19123877142745066
2008.0,Blue,5326,101972,0.05223002392813714
2008.0,Bright Green,337,101972,0.0033048287765268898
2008.0,Bright Light Blue,11,101972,0.00010787274938218334
2008.0,Bright Light Orange,96,101972,0.0009414349036990546
2008.0,Bright Pink,88,101972,0.0008629819950574667
2008.0,Chrome Black,2,101972,1.9613227160396972e-05
2008.0,Chrome Gold,28,101972,0.0002745851802455576
2008.0,Chrome Silver,19,101972,0.00018632565802377123
2008.0,Copper,13,101972,0.00012748597654258032
2008.0,Dark Blue,1593,101972,0.015621935433256188
2008.0,Dark Bluish Gray,12824,101972,0.12576001255246538
2008.0,Dark Brown,266,101972,0.002608559212332797
2008.0,Dark Green,634,101972,0.00621739300984584
2008.0,Dark Orange,59,101972,0.0005785902012317107
2008.0,Dark Pink,126,101972,0.0012356333111050092
2008.0,Dark Purple,32,101972,0.00031381163456635155
2008.0,Dark Red,1335,101972,0.013091829129564978
2008.0,Dark Tan,339,101972,0.0033244420036872865
2008.0,Glitter Trans-Clear,1,101972,9.806613580198486e-06
2008.0,Glitter Trans-Dark Pink,21,101972,0.0002059388851841682
2008.0,Glow In Dark Trans,27,101972,0.00026477856666535913
2008.0,Green,1560,101972,0.015298317185109638
2008.0,Light Bluish Gray,16683,101972,0.16360373435845135
2008.0,Light Nougat,1,101972,9.806613580198486e-06
2008.0,Lime,790,101972,0.007747224728356804
2008.0,Magenta,73,101972,0.0007158827913544895
2008.0,Medium Blue,693,101972,0.006795983211077551
2008.0,Metallic Copper,32,101972,0.00031381163456635155
2008.0,Metallic Gold,51,101972,0.0005001372925901228
2008.0,Metallic Silver,328,101972,0.0032165692543051033
2008.0,Milky White,7,101972,6.86462950613894e-05
2008.0,Nougat,9,101972,8.825952222178637e-05
2008.0,Orange,1285,101972,0.012601498450555054
2008.0,Pearl Dark Gray,44,101972,0.00043149099752873337
2008.0,Pearl Gold,173,101972,0.0016965441493743381
2008.0,Pearl Light Gray,803,101972,0.007874710704899384
2008.0,Red,6969,101972,0.06834229004040325
2008.0,Reddish Brown,2393,101972,0.023467226297414975
2008.0,Sand Green,524,101972,0.005138665516024006
2008.0,Speckle Black-Silver,24,101972,0.00023535872592476365
2008.0,Tan,2812,101972,0.027576197387518143
2008.0,Trans-Brown,310,101972,0.003040050209861531
2008.0,Trans-Clear,1072,101972,0.010512689757972777
2008.0,Trans-Dark Blue,422,101972,0.004138390930843761
2008.0,Trans-Dark Pink,28,101972,0.0002745851802455576
2008.0,Trans-Green,185,101972,0.00181422351233672
2008.0,Trans-Light Blue,292,101972,0.002863531165417958
2008.0,Trans-Medium Blue,7,101972,6.86462950613894e-05
2008.0,Trans-Neon Green,481,101972,0.0047169811320754715
2008.0,Trans-Neon Orange,232,101972,0.002275134350606049
2008.0,Trans-Orange,297,101972,0.0029125642333189504
2008.0,Trans-Purple,4,101972,3.9226454320793944e-05
2008.0,Trans-Red,841,101972,0.008247362020946926
2008.0,Trans-Yellow,348,101972,0.003412701525909073
2008.0,Very Light Bluish Gray,9,101972,8.825952222178637e-05
2008.0,Violet,5,101972,4.903306790099243e-05
2008.0,White,15037,101972,0.14746204840544463
2008.0,Yellow,4298,101972,0.04214882516769309
2008.0,[No Color/Any Color],172,101972,0.0016867375357941395
2009.0,Black,18543,95765,0.19363024069336396
2009.0,Blue,5582,95765,0.0582885187699055
2009.0,Bright Green,293,95765,0.0030595729128596043
2009.0,Bright Light Blue,6,95765,6.265337022920691e-05
2009.0,Bright Light Orange,122,95765,0.0012739518613272072
2009.0,Bright Light Yellow,5,95765,5.2211141857672424e-05
2009.0,Bright Pink,85,95765,0.0008875894115804312
2009.0,Chrome Black,1,95765,1.0442228371534485e-05
2009.0,Chrome Gold,39,95765,0.00040724690648984494
2009.0,Chrome Red,2,95765,2.088445674306897e-05
2009.0,Chrome Silver,29,95765,0.0003028246227745001
2009.0,Dark Blue,947,95765,0.009888790267843157
2009.0,Dark Bluish Gray,10263,95765,0.10716858977705843
2009.0,Dark Brown,330,95765,0.00344593536260638
2009.0,Dark Green,671,95765,0.00700673523729964
2009.0,Dark Orange,76,95765,0.0007936093562366208
2009.0,Dark Pink,61,95765,0.0006369759306636036
2009.0,Dark Purple,3,95765,3.1326685114603454e-05
2009.0,Dark Red,1240,95765,0.012948363180702763
2009.0,Dark Tan,580,95765,0.006056492455490002
2009.0,Flat Silver,24,95765,0.00025061348091682764
2009.0,Glow In Dark Trans,2,95765,2.088445674306897e-05
2009.0,Green,1808,95765,0.01887954889573435
2009.0,Light Bluish Gray,14347,95765,0.14981465044640527
2009.0,Light Lilac,1,95765,1.0442228371534485e-05
2009.0,Lime,1882,95765,0.019652273795227902
2009.0,Magenta,20,95765,0.0002088445674306897
2009.0,Medium Blue,518,95765,0.005409074296454863
2009.0,Metallic Copper,6,95765,6.265337022920691e-05
2009.0,Metallic Gold,55,95765,0.0005743225604343967
2009.0,Metallic Silver,154,95765,0.0016081031692163107
2009.0,Nougat,1,95765,1.0442228371534485e-05
2009.0,Orange,1570,95765,0.016394298543309142
2009.0,Pearl Blue,1,95765,1.0442228371534485e-05
2009.0,Pearl Dark Gray,29,95765,0.0003028246227745001
2009.0,Pearl Gold,475,95765,0.0049600584764788805
2009.0,Pearl Light Gray,471,95765,0.004918289562992743
2009.0,Red,7653,95765,0.07991437372735341
2009.0,Reddish Brown,3894,95765,0.04066203727875529
2009.0,Sand Green,10,95765,0.00010442228371534485
2009.0,Speckle Black-Silver,2,95765,2.088445674306897e-05
2009.0,Tan,3951,95765,0.04125724429593275
2009.0,Trans-Brown,232,95765,0.0024225969821960007
2009.0,Trans-Clear,1148,95765,0.01198767817052159
2009.0,Trans-Dark Blue,395,95765,0.004124680206756122
2009.0,Trans-Dark Pink,21,95765,0.00021928679580222418
2009.0,Trans-Green,227,95765,0.002370385840338328
2009.0,Trans-Light Blue,180,95765,0.0018796011068762074
2009.0,Trans-Medium Blue,13,95765,0.0001357489688299483
2009.0,Trans-Neon Green,158,95765,0.0016498720827024488
2009.0,Trans-Neon Orange,233,95765,0.0024330392105675353
2009.0,Trans-Orange,476,95765,0.004970500704850415
2009.0,Trans-Purple,34,95765,0.0003550357646321725
2009.0,Trans-Red,707,95765,0.007382655458674881
2009.0,Trans-Yellow,414,95765,0.004323082545815277
2009.0,Very Light Bluish Gray,78,95765,0.0008144938129796899
2009.0,White,9812,95765,0.10245914478149637
2009.0,Yellow,5733,95765,0.0598652952540072
2009.0,[No Color/Any Color],152,95765,0.0015872187124732417
2010.0,Black,19370,117598,0.16471368560689809
2010.0,Blue,6411,117598,0.05451623326927329
2010.0,Bright Green,292,117598,0.002483035425772547
2010.0,Bright Light Blue,16,117598,0.0001360567356587697
2010.0,Bright Light Orange,112,117598,0.000952397149611388
2010.0,Bright Light Yellow,7,117598,5.952482185071175e-05
2010.0,Bright Pink,175,117598,0.0014881205462677937
2010.0,Chrome Gold,14,117598,0.0001190496437014235
2010.0,Chrome Silver,65,117598,0.000552730488613752
2010.0,Dark Blue,728,117598,0.006190581472474021
2010.0,Dark Bluish Gray,12366,117598,0.10515484957227164
2010.0,Dark Brown,662,117598,0.005629347437881596
2010.0,Dark Green,543,117598,0.004617425466419497
2010.0,Dark Orange,153,117598,0.0013010425347369852
2010.0,Dark Pink,367,117598,0.00312080137417303
2010.0,Dark Purple,102,117598,0.0008673616898246569
2010.0,Dark Red,948,117598,0.008061361587782106
2010.0,Dark Tan,682,117598,0.005799418357455058
2010.0,Flat Silver,188,117598,0.0015986666439905442
2010.0,Glitter Trans-Dark Pink,30,117598,0.0002551063793601932
2010.0,Glow In Dark Trans,4,117598,3.4014183914692425e-05
2010.0,Green,2740,117598,0.02329971598156431
2010.0,Light Bluish Gray,16560,117598,0.14081872140682664
2010.0,Light Lilac,1,117598,8.503545978673106e-06
2010.0,Light Nougat,4,117598,3.4014183914692425e-05
2010.0,Lime,1966,117598,0.01671797139407133
2010.0,Magenta,141,117598,0.001198999982992908
2010.0,Medium Blue,1273,117598,0.010825014030850864
2010.0,Medium Nougat,345,117598,0.002933723362642222
2010.0,Metallic Gold,16,117598,0.0001360567356587697
2010.0,Metallic Silver,132,117598,0.00112246806918485
2010.0,Nougat,13,117598,0.00011054609772275039
2010.0,Olive Green,1,117598,8.503545978673106e-06
2010.0,Orange,1760,117598,0.014966240922464668
2010.0,Pastel Blue,166,117598,0.0014115886324597357
2010.0,Pearl Dark Gray,40,117598,0.0003401418391469243
2010.0,Pearl Gold,894,117598,0.007602170104933757
2010.0,Pearl Light Gray,284,117598,0.0024150070579431623
2010.0,Pearl Titanium,12,117598,0.00010204255174407728
2010.0,Red,9277,117598,0.0788873960441504
2010.0,Reddish Brown,3938,117598,0.0334869640640147
2010.0,Sand Blue,1,117598,8.503545978673106e-06
2010.0,Sand Green,177,117598,0.0015051276382251398
2010.0,Speckle Black-Silver,3,117598,2.551063793601932e-05
2010.0,Tan,8091,117598,0.0688021905134441
2010.0,Trans-Bright Green,60,117598,0.0005102127587203864
2010.0,Trans-Brown,370,117598,0.0031463120121090495
2010.0,Trans-Clear,1369,117598,0.011641354444803484
2010.0,Trans-Dark Blue,365,117598,0.003103794282215684
2010.0,Trans-Dark Pink,110,117598,0.0009353900576540417
2010.0,Trans-Green,241,117598,0.0020493545808602186
2010.0,Trans-Light Blue,375,117598,0.003188829742002415
2010.0,Trans-Medium Blue,9,117598,7.653191380805797e-05
2010.0,Trans-Neon Green,62,117598,0.0005272198506777326
2010.0,Trans-Neon Orange,251,117598,0.0021343900406469497
2010.0,Trans-Orange,452,117598,0.003843602782360244
2010.0,Trans-Purple,82,117598,0.0006972907702511948
2010.0,Trans-Red,979,117598,0.008324971513120972
2010.0,Trans-Yellow,474,117598,0.004030680793891053
2010.0,Very Light Bluish Gray,5,117598,4.2517729893365535e-05
2010.0,White,15166,117598,0.12896477831255634
2010.0,Yellow,5978,117598,0.05083419786050783
2010.0,[No Color/Any Color],180,117598,0.0015306382761611592
2011.0,Black,20087,103733,0.19364136774218427
2011.0,Blue,4621,103733,0.04454705831316939
2011.0,Bright Green,222,103733,0.0021401097047227015
2011.0,Bright Light Blue,16,103733,0.00015424214088091543
2011.0,Bright Light Orange,113,103733,0.0010893351199714651
2011.0,Bright Light Yellow,2,103733,1.928026761011443e-05
2011.0,Bright Pink,149,103733,0.001436379936953525
2011.0,Chrome Gold,62,103733,0.0005976882959135473
2011.0,Chrome Silver,32,103733,0.00030848428176183086
2011.0,Dark Azure,8,103733,7.712107044045772e-05
2011.0,Dark Blue,564,103733,0.005437035466052269
2011.0,Dark Bluish Gray,11845,103733,0.1141873849209027
2011.0,Dark Brown,441,103733,0.004251299008030231
2011.0,Dark Green,618,103733,0.005957602691525358
2011.0,Dark Orange,246,103733,0.0023714729160440747
2011.0,Dark Pink,43,103733,0.0004145257536174602
2011.0,Dark Purple,525,103733,0.005061070247655037
2011.0,Dark Red,2146,103733,0.02068772714565278
2011.0,Dark Tan,1380,103733,0.013303384650978956
2011.0,Flat Silver,373,103733,0.003595769909286341
2011.0,Glow In Dark Trans,26,103733,0.00025064347893148756
2011.0,Glow in Dark White,25,103733,0.00024100334512643036
2011.0,Green,1554,103733,0.01498076793305891
2011.0,Lavender,1,103733,9.640133805057214e-06
2011.0,Light Aqua,5,103733,4.820066902528607e-05
2011.0,Light Bluish Gray,17184,103733,0.16565605930610316
2011.0,Light Lilac,1,103733,9.640133805057214e-06
2011.0,Light Nougat,1,103733,9.640133805057214e-06
2011.0,Lime,866,103733,0.008348355875179547
2011.0,Magenta,2,103733,1.928026761011443e-05
2011.0,Medium Blue,494,103733,0.004762226099698264
2011.0,Medium Lavender,6,103733,5.7840802830343284e-05
2011.0,Medium Nougat,35,103733,0.0003374046831770025
2011.0,Metallic Copper,2,103733,1.928026761011443e-05
2011.0,Metallic Gold,40,103733,0.00038560535220228857
2011.0,Metallic Silver,164,103733,0.001580981944029383
2011.0,Nougat,2,103733,1.928026761011443e-05
2011.0,Orange,926,103733,0.00892676390348298
2011.0,Pastel Blue,235,103733,0.002265431444188445
2011.0,Pearl Gold,1068,103733,0.010295662903801104
2011.0,Pearl Light Gray,16,103733,0.00015424214088091543
2011.0,Pearl Titanium,176,103733,0.0016966635496900697
2011.0,Red,7772,103733,0.07492311993290467
2011.0,Reddish Brown,4975,103733,0.04795966568015964
2011.0,Sand Blue,418,103733,0.004029575930513916
2011.0,Sand Green,365,103733,0.003518648838845883
2011.0,Speckle Black-Gold,4,103733,3.856053522022886e-05
2011.0,Speckle Black-Silver,28,103733,0.000269923746541602
2011.0,Tan,4250,103733,0.04097056867149316
2011.0,Trans-Bright Green,10,103733,9.640133805057214e-05
2011.0,Trans-Brown,202,103733,0.0019473070286215573
2011.0,Trans-Clear,1383,103733,0.013332305052394126
2011.0,Trans-Dark Blue,421,103733,0.0040584963319290875
2011.0,Trans-Dark Pink,7,103733,6.74809366354005e-05
2011.0,Trans-Green,181,103733,0.0017448642187153558
2011.0,Trans-Light Blue,380,103733,0.0036632508459217413
2011.0,Trans-Medium Blue,56,103733,0.000539847493083204
2011.0,Trans-Neon Green,144,103733,0.0013881792679282389
2011.0,Trans-Neon Orange,225,103733,0.0021690301061378734
2011.0,Trans-Orange,386,103733,0.0037210916487520848
2011.0,Trans-Purple,12,103733,0.00011568160566068657
2011.0,Trans-Red,682,103733,0.0065745712550490205
2011.0,Trans-Yellow,455,103733,0.0043862608813010325
2011.0,White,10569,103733,0.1018865741856497
2011.0,Yellow,4173,103733,0.040228278368503755
2011.0,[No Color/Any Color],313,103733,0.0030173618809829082
2012.0,Black,17799,111466,0.15968097895322342
2012.0,Blue,4758,111466,0.0426856619955861
2012.0,Bright Green,549,111466,0.004925268691798396
2012.0,Bright Light Blue,58,111466,0.0005203380402992841
2012.0,Bright Light Orange,253,111466,0.0022697504171675666
2012.0,Bright Light Yellow,22,111466,0.0001973696014928319
2012.0,Bright Pink,576,111466,0.005167495020903235
2012.0,Chrome Gold,69,111466,0.0006190228410457
2012.0,Chrome Silver,3,111466,2.691403656720435e-05
2012.0,Dark Azure,18,111466,0.0001614842194032261
2012.0,Dark Blue,805,111466,0.007221933145533167
2012.0,Dark Bluish Gray,12890,111466,0.11564064378375469
2012.0,Dark Brown,792,111466,0.007105305653741948
2012.0,Dark Green,1082,111466,0.00970699585523837
2012.0,Dark Orange,648,111466,0.005813431898516139
2012.0,Dark Pink,398,111466,0.003570595517915777
2012.0,Dark Purple,396,111466,0.003552652826870974
2012.0,Dark Red,1573,111466,0.01411192650673748
2012.0,Dark Tan,1759,111466,0.01578059677390415
2012.0,Flat Silver,639,111466,0.005732689788814527
2012.0,Glitter Trans-Dark Pink,1,111466,8.97134552240145e-06
2012.0,Glow in Dark White,54,111466,0.0004844526582096783
2012.0,Green,2495,111466,0.022383507078391617
2012.0,Lavender,25,111466,0.00022428363806003624
2012.0,Light Aqua,79,111466,0.0007087362962697146
2012.0,Light Bluish Gray,19516,111466,0.1750847792151867
2012.0,Light Nougat,5,111466,4.485672761200725e-05
2012.0,Lime,1812,111466,0.01625607808659143
2012.0,Magenta,120,111466,0.001076561462688174
2012.0,Medium Azure,250,111466,0.0022428363806003626
2012.0,Medium Blue,1065,111466,0.009554482981357543
2012.0,Medium Lavender,255,111466,0.0022876931082123696
2012.0,Medium Nougat,237,111466,0.0021262088888091436
2012.0,Metallic Copper,4,111466,3.58853820896058e-05
2012.0,Metallic Gold,19,111466,0.00017045556492562754
2012.0,Metallic Silver,217,111466,0.0019467819783611146
2012.0,Nougat,1,111466,8.97134552240145e-06
2012.0,Olive Green,73,111466,0.0006549082231353059
2012.0,Orange,1547,111466,0.013878671523155042
2012.0,Pearl Gold,1199,111466,0.010756643281359338
2012.0,Pearl Titanium,305,111466,0.002736260384332442
2012.0,Red,6805,111466,0.061050006279941865
2012.0,Reddish Brown,5361,111466,0.04809538334559417
2012.0,Sand Blue,28,111466,0.0002511976746272406
2012.0,Sand Green,592,111466,0.005311036549261659
