year,color,total_quantity,year_total,share
1999.0,Violet,12,34968,0.00034317089910775565
1999.0,White,3903,34968,0.11161633493479753
1999.0,Yellow,3438,34968,0.09831846259437199
1999.0,[No Color/Any Color],131,34968,0.003746282315259666
2000.0,Aqua,44,39280,0.001120162932790224
2000.0,Black,9095,39280,0.2315427698574338
2000.0,Blue,2423,39280,0.06168533604887984
2000.0,Bright Green,113,39280,0.0028767820773930755
2000.0,Brown,719,39280,0.01830448065173116
2000.0,Chrome Gold,16,39280,0.0004073319755600815
2000.0,Chrome Silver,42,39280,0.001069246435845214
2000.0,Dark Gray,2852,39280,0.07260692464358452
2000.0,Dark Olive Green,10,39280,0.0002545824847250509
2000.0,Dark Orange,29,39280,0.0007382892057026477
2000.0,Dark Purple,1,39280,2.5458248472505093e-05
2000.0,Dark Tan,6,39280,0.00015274949083503056
2000.0,Dark Turquoise,79,39280,0.002011201629327902
2000.0,Earth Orange,12,39280,0.0003054989816700611
2000.0,Glitter Trans-Clear,1,39280,2.5458248472505093e-05
2000.0,Glitter Trans-Dark Pink,1,39280,2.5458248472505093e-05
2000.0,Glitter Trans-Green,1,39280,2.5458248472505093e-05
2000.0,Glitter Trans-Purple,1,39280,2.5458248472505093e-05
2000.0,Glow In Dark Opaque,7,39280,0.00017820773930753565
2000.0,Green,2040,39280,0.051934826883910386
2000.0,Light Blue,8,39280,0.00020366598778004074
2000.0,Light Gray,5530,39280,0.14078411405295316
2000.0,Light Green,1,39280,2.5458248472505093e-05
2000.0,Light Orange,17,39280,0.00043279022403258654
2000.0,Light Turquoise,84,39280,0.002138492871690428
2000.0,Light Violet,4,39280,0.00010183299389002037
2000.0,Light Yellow,31,39280,0.0007892057026476578
2000.0,Lime,68,39280,0.0017311608961303462
2000.0,Magenta,10,39280,0.0002545824847250509
2000.0,Medium Blue,54,39280,0.0013747454175152749
2000.0,Medium Bluish Violet,16,39280,0.0004073319755600815
2000.0,Medium Dark Pink,35,39280,0.0008910386965376783
2000.0,Medium Green,29,39280,0.0007382892057026477
2000.0,Medium Lime,8,39280,0.00020366598778004074
2000.0,Medium Orange,24,39280,0.0006109979633401223
2000.0,Medium Violet,2,39280,5.0916496945010185e-05
2000.0,Metal,3,39280,7.637474541751528e-05
2000.0,Metallic Gold,2,39280,5.0916496945010185e-05
2000.0,Metallic Silver,46,39280,0.0011710794297352342
2000.0,Nougat,21,39280,0.000534623217922607
2000.0,Orange,431,39280,0.010972505091649695
2000.0,Pearl Black,4,39280,0.00010183299389002037
2000.0,Pearl Light Gold,2,39280,5.0916496945010185e-05
2000.0,Pearl Light Gray,134,39280,0.0034114052953156822
2000.0,Pearl Sand Blue,17,39280,0.00043279022403258654
2000.0,Pearl Very Light Gray,9,39280,0.00022912423625254583
2000.0,Pink,20,39280,0.0005091649694501018
2000.0,Purple,92,39280,0.0023421588594704683
2000.0,Red,3476,39280,0.0884928716904277
2000.0,Rust,2,39280,5.0916496945010185e-05
2000.0,Salmon,2,39280,5.0916496945010185e-05
2000.0,Sand Green,2867,39280,0.0729887983706721
2000.0,Tan,896,39280,0.022810590631364563
2000.0,Trans-Brown,16,39280,0.0004073319755600815
2000.0,Trans-Clear,295,39280,0.0075101832993890024
2000.0,Trans-Dark Blue,121,39280,0.003080448065173116
2000.0,Trans-Dark Pink,30,39280,0.0007637474541751527
2000.0,Trans-Green,84,39280,0.002138492871690428
2000.0,Trans-Light Blue,169,39280,0.00430244399185336
2000.0,Trans-Light Purple,4,39280,0.00010183299389002037
2000.0,Trans-Neon Green,218,39280,0.00554989816700611
2000.0,Trans-Neon Orange,209,39280,0.0053207739307535645
2000.0,Trans-Purple,14,39280,0.0003564154786150713
2000.0,Trans-Red,190,39280,0.004837067209775967
2000.0,Trans-Yellow,108,39280,0.0027494908350305497
2000.0,Very Light Gray,207,39280,0.005269857433808554
2000.0,Very Light Orange,15,39280,0.00038187372708757637
2000.0,Violet,12,39280,0.0003054989816700611
2000.0,White,3193,39280,0.08128818737270876
2000.0,Yellow,2772,39280,0.07057026476578411
2000.0,[No Color/Any Color],169,39280,0.00430244399185336
2000.0,[Unknown],17,39280,0.00043279022403258654
2001.0,Aqua,3,42768,7.014590347923682e-05
2001.0,Black,11306,42768,0.2643565282454171
2001.0,Blue,2601,42768,0.06081649831649832
2001.0,Bright Green,79,42768,0.0018471754582865694
2001.0,Brown,972,42768,0.022727272727272728
2001.0,Chrome Antique Brass,8,42768,0.00018705574261129816
2001.0,Chrome Blue,2,42768,4.676393565282454e-05
2001.0,Chrome Gold,35,42768,0.0008183688739244294
2001.0,Chrome Pink,1,42768,2.338196782641227e-05
2001.0,Chrome Silver,81,42768,0.001893939393939394
2001.0,Dark Blue,9,42768,0.00021043771043771043
2001.0,Dark Gray,3266,42768,0.07636550692106248
2001.0,Dark Green,1,42768,2.338196782641227e-05
2001.0,Dark Nougat,4,42768,9.352787130564908e-05
2001.0,Dark Olive Green,1,42768,2.338196782641227e-05
2001.0,Dark Orange,59,42768,0.001379536101758324
2001.0,Dark Purple,6,42768,0.00014029180695847364
2001.0,Dark Red,78,42768,0.001823793490460157
2001.0,Dark Tan,1,42768,2.338196782641227e-05
2001.0,Dark Turquoise,78,42768,0.001823793490460157
2001.0,Earth Orange,3,42768,7.014590347923682e-05
2001.0,Glitter Trans-Dark Pink,2,42768,4.676393565282454e-05
2001.0,Glow In Dark Opaque,4,42768,9.352787130564908e-05
2001.0,Green,2972,42768,0.06949120838009727
2001.0,Light Blue,6,42768,0.00014029180695847364
2001.0,Light Gray,6276,42768,0.1467452300785634
2001.0,Light Green,2,42768,4.676393565282454e-05
2001.0,Light Orange,3,42768,7.014590347923682e-05
2001.0,Light Turquoise,17,42768,0.0003974934530490086
2001.0,Light Violet,5,42768,0.00011690983913206135
2001.0,Light Yellow,53,42768,0.0012392442947998504
2001.0,Lime,61,42768,0.0014263000374111485
2001.0,Magenta,3,42768,7.014590347923682e-05
2001.0,Medium Blue,114,42768,0.002665544332210999
2001.0,Medium Bluish Violet,2,42768,4.676393565282454e-05
2001.0,Medium Dark Pink,61,42768,0.0014263000374111485
2001.0,Medium Green,13,42768,0.00030396558174335955
2001.0,Medium Lime,18,42768,0.00042087542087542086
2001.0,Medium Orange,29,42768,0.0006780770669659558
2001.0,Medium Violet,1,42768,2.338196782641227e-05
2001.0,Metal,1,42768,2.338196782641227e-05
2001.0,Metallic Gold,14,42768,0.00032734754956977177
2001.0,Metallic Green,23,42768,0.0005377852600074823
2001.0,Metallic Silver,9,42768,0.00021043771043771043
2001.0,Milky White,1,42768,2.338196782641227e-05
2001.0,Nougat,23,42768,0.0005377852600074823
2001.0,Orange,242,42768,0.00565843621399177
2001.0,Pearl Dark Gray,1,42768,2.338196782641227e-05
2001.0,Pearl Light Gold,1,42768,2.338196782641227e-05
2001.0,Pearl Light Gray,89,42768,0.002080995136550692
2001.0,Pink,5,42768,0.00011690983913206135
2001.0,Purple,46,42768,0.0010755705200149646
2001.0,Red,3544,42768,0.08286569397680509
2001.0,Rust,5,42768,0.00011690983913206135
2001.0,Sand Blue,155,42768,0.003624205013093902
2001.0,Sand Green,136,42768,0.0031799476243920687
2001.0,Sand Purple,94,42768,0.0021979049756827534
2001.0,Sand Red,538,42768,0.012579498690609802
2001.0,Tan,910,42768,0.021277590722035167
2001.0,Trans-Brown,38,42768,0.0008885147774036663
2001.0,Trans-Clear,239,42768,0.0055882903105125325
2001.0,Trans-Dark Blue,104,42768,0.0024317246539468764
2001.0,Trans-Dark Pink,48,42768,0.001122334455667789
2001.0,Trans-Green,86,42768,0.0020108492330714552
2001.0,Trans-Light Blue,150,42768,0.0035072951739618407
2001.0,Trans-Medium Blue,15,42768,0.00035072951739618404
2001.0,Trans-Neon Green,309,42768,0.007225028058361392
2001.0,Trans-Neon Orange,283,42768,0.006617096894874673
2001.0,Trans-Neon Red,5,42768,0.00011690983913206135
2001.0,Trans-Neon Yellow,10,42768,0.0002338196782641227
2001.0,Trans-Purple,9,42768,0.00021043771043771043
2001.0,Trans-Red,258,42768,0.006032547699214366
2001.0,Trans-Yellow,62,42768,0.0014496820052375607
2001.0,Two-tone Copper,2,42768,4.676393565282454e-05
2001.0,Violet,6,42768,0.00014029180695847364
2001.0,White,3857,42768,0.09018424990647213
2001.0,Yellow,2786,42768,0.06514216236438458
2001.0,[No Color/Any Color],428,42768,0.010007482229704451
2002.0,Aqua,17,59020,0.00028803795323619115
2002.0,Black,15478,59020,0.2622500847170451
2002.0,Blue,3127,59020,0.052982039986445274
2002.0,Bright Green,186,59020,0.0031514740765842086
2002.0,Brown,1355,59020,0.022958319213825823
2002.0,Chrome Antique Brass,6,59020,0.00010166045408336157
2002.0,Chrome Gold,54,59020,0.0009149440867502541
2002.0,Chrome Silver,113,59020,0.0019146052185699764
2002.0,Copper,2,59020,3.388681802778719e-05
2002.0,Dark Blue,66,59020,0.0011182649949169773
2002.0,Dark Bluish Gray,542,59020,0.009183327685530328
2002.0,Dark Gray,4162,59020,0.07051846831582514
2002.0,Dark Green,6,59020,0.00010166045408336157
2002.0,Dark Nougat,1,59020,1.6943409013893596e-05
2002.0,Dark Orange,118,59020,0.0019993222636394445
2002.0,Dark Purple,1,59020,1.6943409013893596e-05
2002.0,Dark Red,90,59020,0.0015249068112504235
2002.0,Dark Tan,17,59020,0.00028803795323619115
2002.0,Dark Turquoise,68,59020,0.0011521518129447646
2002.0,Earth Orange,11,59020,0.00018637749915282955
2002.0,Flat Dark Gold,28,59020,0.00047441545238902067
2002.0,Glitter Trans-Clear,2,59020,3.388681802778719e-05
2002.0,Glitter Trans-Dark Pink,5,59020,8.471704506946798e-05
2002.0,Glow In Dark Opaque,16,59020,0.00027109454422229753
2002.0,Green,2081,59020,0.03525923415791257
2002.0,Light Blue,15,59020,0.0002541511352084039
2002.0,Light Bluish Gray,1715,59020,0.029057946458827515
2002.0,Light Gray,10772,59020,0.1825144018976618
2002.0,Light Green,5,59020,8.471704506946798e-05
2002.0,Light Orange,8,59020,0.00013554727211114877
2002.0,Light Salmon,2,59020,3.388681802778719e-05
2002.0,Light Turquoise,4,59020,6.777363605557438e-05
2002.0,Light Violet,3,59020,5.0830227041680784e-05
2002.0,Light Yellow,87,59020,0.0014740765842087427
2002.0,Lime,197,59020,0.003337851575737038
2002.0,Magenta,5,59020,8.471704506946798e-05
2002.0,Medium Blue,252,59020,0.004269739071501186
2002.0,Medium Bluish Violet,3,59020,5.0830227041680784e-05
2002.0,Medium Dark Pink,62,59020,0.001050491358861403
2002.0,Medium Green,7,59020,0.00011860386309725517
2002.0,Medium Lime,3,59020,5.0830227041680784e-05
2002.0,Medium Orange,95,59020,0.0016096238563198916
2002.0,Metallic Green,2,59020,3.388681802778719e-05
2002.0,Metallic Silver,10,59020,0.00016943409013893597
2002.0,Nougat,20,59020,0.00033886818027787193
2002.0,Orange,718,59020,0.012165367671975602
2002.0,Pearl Dark Gray,88,59020,0.0014910199932226364
2002.0,Pearl Light Gold,7,59020,0.00011860386309725517
2002.0,Pearl Light Gray,423,59020,0.007167062012876991
2002.0,Pearl Lime,8,59020,0.00013554727211114877
2002.0,Pearl Sand Blue,91,59020,0.0015418502202643172
2002.0,Pearl Very Light Gray,11,59020,0.00018637749915282955
2002.0,Pink,19,59020,0.0003219247712639783
2002.0,Purple,182,59020,0.0030837004405286344
2002.0,Red,4929,59020,0.08351406302948153
2002.0,Reddish Gold,8,59020,0.00013554727211114877
2002.0,Sand Blue,130,59020,0.0022026431718061676
2002.0,Sand Green,613,59020,0.010386309725516773
2002.0,Sand Purple,2,59020,3.388681802778719e-05
2002.0,Sand Red,4,59020,6.777363605557438e-05
2002.0,Tan,1316,59020,0.02229752626228397
2002.0,Trans-Brown,79,59020,0.001338529312097594
2002.0,Trans-Clear,325,59020,0.005506607929515419
2002.0,Trans-Dark Blue,145,59020,0.0024567943070145713
2002.0,Trans-Dark Pink,74,59020,0.0012538122670281262
2002.0,Trans-Green,121,59020,0.002050152490681125
2002.0,Trans-Light Blue,194,59020,0.0032870213486953575
2002.0,Trans-Medium Blue,40,59020,0.0006777363605557439
2002.0,Trans-Neon Green,275,59020,0.004659437478820739
2002.0,Trans-Neon Orange,212,59020,0.0035920027109454422
2002.0,Trans-Neon Red,1,59020,1.6943409013893596e-05
2002.0,Trans-Neon Yellow,2,59020,3.388681802778719e-05
2002.0,Trans-Orange,2,59020,3.388681802778719e-05
2002.0,Trans-Purple,22,59020,0.0003727549983056591
2002.0,Trans-Red,282,59020,0.004778041341917994
2002.0,Trans-Yellow,124,59020,0.002100982717722806
2002.0,Two-tone Gold,6,59020,0.00010166045408336157
2002.0,Two-tone Silver,6,59020,0.00010166045408336157
2002.0,Very Light Orange,1,59020,1.6943409013893596e-05
2002.0,Violet,48,59020,0.0008132836326668925
2002.0,White,4369,59020,0.07402575398170112
2002.0,Yellow,3178,59020,0.05384615384615385
2002.0,[No Color/Any Color],146,59020,0.002473737716028465
2003.0,Aqua,52,77524,0.0006707600227026469
2003.0,Black,17697,77524,0.2282776946493989
2003.0,Blue,4282,77524,0.05523450802332181
2003.0,Bright Green,195,77524,0.002515350085134926
2003.0,Bright Light Orange,4,77524,5.159692482328053e-05
2003.0,Bright Pink,8,77524,0.00010319384964656106
2003.0,Bright Reddish Orange,14,77524,0.00018058923688148187
2003.0,Brown,1401,77524,0.018071822919354007
2003.0,Chrome Antique Brass,4,77524,5.159692482328053e-05
2003.0,Chrome Gold,439,77524,0.005662762499355038
2003.0,Chrome Red,2,77524,2.5798462411640265e-05
2003.0,Chrome Silver,119,77524,0.001535008513492596
2003.0,Clikits Yellow,6,77524,7.739538723492079e-05
2003.0,Dark Blue,220,77524,0.0028378308652804293
2003.0,Dark Bluish Gray,1781,77524,0.022973530777565657
2003.0,Dark Gray,5697,77524,0.0734869201795573
2003.0,Dark Orange,214,77524,0.0027604354780455084
2003.0,Dark Pink,64,77524,0.0008255507971724885
2003.0,Dark Red,146,77524,0.0018832877560497395
2003.0,Dark Tan,11,77524,0.00014189154326402147
2003.0,Dark Turquoise,434,77524,0.005598266343325938
2003.0,Duplo Blue,4,77524,5.159692482328053e-05
2003.0,Duplo Dark Purple,1,77524,1.2899231205820133e-05
2003.0,Duplo Medium Green,1,77524,1.2899231205820133e-05
2003.0,Duplo Turquoise,2,77524,2.5798462411640265e-05
2003.0,Earth Orange,6,77524,7.739538723492079e-05
2003.0,Flat Dark Gold,42,77524,0.0005417677106444456
2003.0,Glitter Trans-Dark Pink,1,77524,1.2899231205820133e-05
2003.0,Glow In Dark Opaque,6,77524,7.739538723492079e-05
2003.0,Green,2150,77524,0.027733347092513287
2003.0,Light Blue,4,77524,5.159692482328053e-05
2003.0,Light Bluish Gray,2076,77524,0.026778803983282598
2003.0,Light Gray,10408,77524,0.13425519839017594
2003.0,Light Green,9,77524,0.0001160930808523812
2003.0,Light Lilac,12,77524,0.00015479077446984158
2003.0,Light Orange,6,77524,7.739538723492079e-05
2003.0,Light Purple,3,77524,3.8697693617460396e-05
2003.0,Light Turquoise,45,77524,0.000580465404261906
2003.0,Light Yellow,16,77524,0.00020638769929312212
2003.0,Lime,238,77524,0.003070017026985192
2003.0,Magenta,74,77524,0.0009545431092306899
2003.0,Medium Blue,267,77524,0.0034440947319539757
2003.0,Medium Bluish Violet,9,77524,0.0001160930808523812
2003.0,Medium Dark Pink,164,77524,0.002115473917754502
2003.0,Medium Green,81,77524,0.0010448377276714308
2003.0,Medium Lime,51,77524,0.0006578607914968268
2003.0,Medium Orange,150,77524,0.00193488468087302
2003.0,Metal,6,77524,7.739538723492079e-05
2003.0,Metallic Silver,13,77524,0.00016769000567566172
2003.0,Milky White,20,77524,0.00025798462411640266
2003.0,Nougat,5,77524,6.449615602910066e-05
2003.0,Orange,1370,77524,0.01767194675197358
2003.0,Pearl Black,14,77524,0.00018058923688148187
2003.0,Pearl Blue,12,77524,0.00015479077446984158
2003.0,Pearl Brown,12,77524,0.00015479077446984158
2003.0,Pearl Dark Gray,73,77524,0.0009416438780248698
2003.0,Pearl Green,13,77524,0.00016769000567566172
2003.0,Pearl Light Gray,645,77524,0.008320004127753985
2003.0,Pearl Lime,30,77524,0.000386976936174604
2003.0,Pearl Red,12,77524,0.00015479077446984158
2003.0,Pearl Sand Blue,26,77524,0.00033538001135132345
2003.0,Pearl Very Light Gray,15,77524,0.000193488468087302
2003.0,Pearl White,12,77524,0.00015479077446984158
2003.0,Pink,43,77524,0.0005546669418502657
2003.0,Purple,123,77524,0.0015866054383158765
2003.0,Red,5455,77524,0.07036530622774882
2003.0,Reddish Brown,29,77524,0.0003740777049687839
2003.0,Reddish Gold,25,77524,0.0003224807801455033
2003.0,Sand Blue,148,77524,0.0019090862184613798
2003.0,Sand Green,205,77524,0.0026443423971931274
2003.0,Sand Purple,1,77524,1.2899231205820133e-05
2003.0,Sand Red,4,77524,5.159692482328053e-05
2003.0,Sky Blue,31,77524,0.0003998761673804241
2003.0,Tan,2231,77524,0.028778184820184717
2003.0,Trans-Brown,264,77524,0.003405397038336515
2003.0,Trans-Clear,426,77524,0.005495072493679377
2003.0,Trans-Dark Blue,436,77524,0.005624064805737578
2003.0,Trans-Dark Pink,437,77524,0.005636964036943398
2003.0,Trans-Fire Yellow,3,77524,3.8697693617460396e-05
2003.0,Trans-Flame Yellowish Orange,89,77524,0.001148031577317992
2003.0,Trans-Green,212,77524,0.002734637015633868
2003.0,Trans-Light Blue,204,77524,0.002631443165987307
2003.0,Trans-Light Bright Green,44,77524,0.0005675661730560859
2003.0,Trans-Medium Blue,42,77524,0.0005417677106444456
2003.0,Trans-Medium Purple,41,77524,0.0005288684794386255
2003.0,Trans-Neon Green,251,77524,0.0032377070326608534
2003.0,Trans-Neon Orange,277,77524,0.0035730870440121767
2003.0,Trans-Neon Red,2,77524,2.5798462411640265e-05
2003.0,Trans-Neon Yellow,63,77524,0.0008126515659666683
2003.0,Trans-Orange,65,77524,0.0008384500283783086
2003.0,Trans-Pink,129,77524,0.0016640008255507971
2003.0,Trans-Purple,10,77524,0.00012899231205820133
2003.0,Trans-Red,487,77524,0.006281925597234405
2003.0,Trans-Very Lt Blue,94,77524,0.0012125277333470926
2003.0,Trans-Yellow,277,77524,0.0035730870440121767
2003.0,Very Light Gray,17,77524,0.00021928693049894226
2003.0,Violet,59,77524,0.0007610546411433879
2003.0,White,10025,77524,0.12931479283834685
2003.0,Yellow,4041,77524,0.05212579330271916
2003.0,[No Color/Any Color],340,77524,0.004385738609978845
2004.0,Aqua,81,71965,0.0011255471409713056
2004.0,Black,12297,71965,0.17087473077190302
2004.0,Blue,4839,71965,0.06724101994024873
2004.0,Bright Green,421,71965,0.00585006600430765
2004.0,Bright Light Blue,23,71965,0.000319599805460988
2004.0,Bright Light Orange,28,71965,0.0003890780240394636
2004.0,Bright Light Yellow,31,71965,0.00043076495518654904
2004.0,Bright Pink,86,71965,0.0011950253595497812
2004.0,Bright Reddish Orange,2,71965,2.779128743139026e-05
2004.0,Brown,384,71965,0.00533592718682693
2004.0,Chrome Antique Brass,6,71965,8.337386229417078e-05
2004.0,Chrome Gold,329,71965,0.004571666782463697
2004.0,Chrome Silver,132,71965,0.0018342249704717572
2004.0,Clikits Yellow,16,71965,0.00022233029945112207
2004.0,Copper,20,71965,0.0002779128743139026
2004.0,Curry,9,71965,0.00012506079344125616
2004.0,Dark Blue,342,71965,0.004752310150767734
2004.0,Dark Blue-Violet,5,71965,6.947821857847565e-05
2004.0,Dark Bluish Gray,5310,71965,0.07378586813034113
2004.0,Dark Gray,785,71965,0.010908080316820676
2004.0,Dark Green,168,71965,0.002334468144236782
2004.0,Dark Nougat,5,71965,6.947821857847565e-05
2004.0,Dark Orange,276,71965,0.0038351976655318556
2004.0,Dark Pink,134,71965,0.0018620162579031474
2004.0,Dark Purple,250,71965,0.0034739109289237823
2004.0,Dark Red,893,71965,0.01240880983811575
2004.0,Dark Tan,66,71965,0.0009171124852358786
2004.0,Dark Turquoise,396,71965,0.005502674911415271
2004.0,Duplo Blue,2,71965,2.779128743139026e-05
2004.0,Duplo Light Green,1,71965,1.389564371569513e-05
2004.0,Duplo Medium Blue,1,71965,1.389564371569513e-05
2004.0,Earth Orange,15,71965,0.00020843465573542694
2004.0,Flat Dark Gold,38,71965,0.000528034461196415
2004.0,Glitter Trans-Clear,5,71965,6.947821857847565e-05
2004.0,Glitter Trans-Dark Pink,17,71965,0.0002362259431668172
2004.0,Glitter Trans-Purple,4,71965,5.558257486278052e-05
2004.0,Glow In Dark Opaque,118,71965,0.0016396859584520253
2004.0,Green,2200,71965,0.030570416174529286
2004.0,Light Bluish Gray,8143,71965,0.11315222677690544
2004.0,Light Brown,46,71965,0.000639199610921976
2004.0,Light Gray,1336,71965,0.018564580004168694
2004.0,Light Green,1,71965,1.389564371569513e-05
2004.0,Light Lilac,25,71965,0.00034739109289237826
2004.0,Light Lime,4,71965,5.558257486278052e-05
2004.0,Light Nougat,3,71965,4.168693114708539e-05
2004.0,Light Orange,3,71965,4.168693114708539e-05
2004.0,Light Purple,38,71965,0.000528034461196415
2004.0,Light Turquoise,1,71965,1.389564371569513e-05
2004.0,Light Yellow,4,71965,5.558257486278052e-05
2004.0,Lime,334,71965,0.0046411450010421735
2004.0,Maersk Blue,166,71965,0.0023066768568053915
2004.0,Magenta,77,71965,0.001069964566108525
2004.0,Medium Blue,587,71965,0.008156742861113042
2004.0,Medium Bluish Violet,9,71965,0.00012506079344125616
2004.0,Medium Dark Pink,102,71965,0.0014173556590009032
2004.0,Medium Green,117,71965,0.00162579031473633
2004.0,Medium Lime,54,71965,0.000750364760647537
2004.0,Medium Orange,64,71965,0.0008893211978044883
2004.0,Medium Violet,4,71965,5.558257486278052e-05
2004.0,Metal,2,71965,2.779128743139026e-05
2004.0,Metallic Silver,11,71965,0.00015285208087264642
2004.0,Nougat,18,71965,0.00025012158688251233
2004.0,Orange,1594,71965,0.022149656082818037
2004.0,Pearl Black,2,71965,2.779128743139026e-05
2004.0,Pearl Brown,1,71965,1.389564371569513e-05
2004.0,Pearl Dark Gray,46,71965,0.000639199610921976
2004.0,Pearl Gold,4,71965,5.558257486278052e-05
2004.0,Pearl Light Gray,536,71965,0.0074480650316125895
2004.0,Pearl Lime,3,71965,4.168693114708539e-05
2004.0,Pearl Red,3,71965,4.168693114708539e-05
2004.0,Pearl Sand Blue,24,71965,0.0003334954491766831
2004.0,Pearl Very Light Gray,5,71965,6.947821857847565e-05
2004.0,Pearl White,1,71965,1.389564371569513e-05
2004.0,Pink,22,71965,0.00030570416174529284
2004.0,Purple,45,71965,0.0006253039672062808
2004.0,Red,5940,71965,0.08254012367122907
2004.0,Reddish Brown,1228,71965,0.017063850482873618
2004.0,Reddish Gold,16,71965,0.00022233029945112207
2004.0,Reddish Lilac,3,71965,4.168693114708539e-05
2004.0,Royal Blue,224,71965,0.003112624192315709
2004.0,Rust Orange,1,71965,1.389564371569513e-05
2004.0,Sand Blue,571,71965,0.007934412561661918
2004.0,Sand Green,335,71965,0.004655040644757869
2004.0,Sand Red,25,71965,0.00034739109289237826
2004.0,Sky Blue,65,71965,0.0009032168415201834
2004.0,Tan,2147,71965,0.029833947057597444
2004.0,Trans-Brown,264,71965,0.0036684499409435144
2004.0,Trans-Clear,573,71965,0.007962203849093309
2004.0,Trans-Dark Blue,598,71965,0.008309594941985687
2004.0,Trans-Dark Pink,476,71965,0.006614326408670882
2004.0,Trans-Flame Yellowish Orange,67,71965,0.0009310081289515737
2004.0,Trans-Green,317,71965,0.004404919057875356
2004.0,Trans-Light Blue,459,71965,0.006378100465504064
2004.0,Trans-Light Bright Green,41,71965,0.0005697213923435003
2004.0,Trans-Medium Blue,92,71965,0.001278399221843952
2004.0,Trans-Medium Purple,97,71965,0.0013478774404224276
2004.0,Trans-Neon Green,222,71965,0.003084832904884319
2004.0,Trans-Neon Orange,286,71965,0.003974154102688807
2004.0,Trans-Neon Red,14,71965,0.0001945390120197318
2004.0,Trans-Neon Yellow,91,71965,0.0012645035781282568
2004.0,Trans-Orange,241,71965,0.0033488501354825262
2004.0,Trans-Pink,82,71965,0.0011394427846870005
2004.0,Trans-Purple,28,71965,0.0003890780240394636
2004.0,Trans-Red,636,71965,0.008837629403182102
2004.0,Trans-Very Lt Blue,77,71965,0.001069964566108525
2004.0,Trans-Yellow,201,71965,0.002793024386854721
2004.0,Very Light Bluish Gray,35,71965,0.00048634753004932955
2004.0,Very Light Gray,4,71965,5.558257486278052e-05
2004.0,Violet,6,71965,8.337386229417078e-05
2004.0,Warm Yellowish Orange,20,71965,0.0002779128743139026
2004.0,White,8382,71965,0.11647328562495658
2004.0,Yellow,4609,71965,0.06404502188563885
2004.0,[No Color/Any Color],322,71965,0.004474397276453832
2005.0,Aqua,80,87603,0.0009132107347921875
2005.0,Black,18729,87603,0.213794048149036
2005.0,Blue,4537,87603,0.051790463796901935
2005.0,Bright Green,283,87603,0.0032304829743273634
2005.0,Bright Light Blue,72,87603,0.0008218896613129687
2005.0,Bright Light Orange,213,87603,0.0024314235813841993
2005.0,Bright Light Yellow,14,87603,0.0001598118785886328
2005.0,Bright Pink,92,87603,0.0010501923450110156
2005.0,Brown,233,87603,0.002659726265082246
2005.0,Chrome Antique Brass,18,87603,0.00020547241532824218
2005.0,Chrome Gold,38,87603,0.0004337750990262891
2005.0,Chrome Silver,34,87603,0.0003881145622866797
2005.0,Copper,16,87603,0.0001826421469584375
2005.0,Curry,1,87603,1.1415134184902344e-05
2005.0,Dark Blue,1208,87603,0.013789482095362031
2005.0,Dark Blue-Violet,4,87603,4.5660536739609376e-05
2005.0,Dark Bluish Gray,10158,87603,0.115954933050238
2005.0,Dark Gray,173,87603,0.0019748182139881056
2005.0,Dark Green,234,87603,0.0026711413992671486
2005.0,Dark Orange,388,87603,0.004429072063742109
2005.0,Dark Pink,111,87603,0.0012670798945241602
2005.0,Dark Purple,62,87603,0.0007077383194639453
2005.0,Dark Red,1813,87603,0.020695638277227948
2005.0,Dark Tan,102,87603,0.001164343686860039
2005.0,Dark Turquoise,12,87603,0.00013698161021882813
2005.0,Earth Orange,12,87603,0.00013698161021882813
2005.0,Flat Dark Gold,32,87603,0.000365284293916875
2005.0,Glitter Milky White,2,87603,2.2830268369804688e-05
2005.0,Glitter Trans-Clear,12,87603,0.00013698161021882813
2005.0,Glitter Trans-Dark Pink,21,87603,0.00023971781788294921
2005.0,Glitter Trans-Medium Purple,6,87603,6.849080510941406e-05
2005.0,Glitter Trans-Pink,2,87603,2.2830268369804688e-05
2005.0,Glow In Dark Opaque,22,87603,0.0002511329520678516
2005.0,Glow In Dark Trans,22,87603,0.0002511329520678516
2005.0,Green,2193,87603,0.025033389267490838
2005.0,Light Bluish Gray,10422,87603,0.11896852847505222
2005.0,Light Brown,73,87603,0.0008333047954978711
2005.0,Light Gray,230,87603,0.002625480862527539
2005.0,Light Green,23,87603,0.0002625480862527539
2005.0,Light Lilac,9,87603,0.00010273620766412109
2005.0,Light Lime,22,87603,0.0002511329520678516
2005.0,Light Nougat,10,87603,0.00011415134184902344
2005.0,Light Purple,47,87603,0.0005365113066904102
2005.0,Light Yellow,3,87603,3.424540255470703e-05
2005.0,Lime,445,87603,0.005079734712281543
2005.0,Magenta,49,87603,0.0005593415750602148
2005.0,Medium Blue,763,87603,0.008709747383080488
2005.0,Medium Dark Pink,3,87603,3.424540255470703e-05
2005.0,Medium Green,9,87603,0.00010273620766412109
2005.0,Medium Lime,12,87603,0.00013698161021882813
2005.0,Medium Orange,16,87603,0.0001826421469584375
2005.0,Medium Violet,3,87603,3.424540255470703e-05
2005.0,Metal,1,87603,1.1415134184902344e-05
2005.0,Metallic Gold,16,87603,0.0001826421469584375
2005.0,Metallic Silver,65,87603,0.0007419837220186523
