fig_num,num_distinct_colors,fig_name,num_parts
fig-011908,35,"Picollo, Sand Green Torso, Dark Green Legs, Female",4
fig-011909,35,"Piccolo, Sand Green Torso, Dark Green Legs, Male",4
fig-011910,35,"Woman, Bright Light Orange Torso, Medium Blue Legs, Dark Orange Hair",4
fig-011911,35,"Woman, Lime Torso, Dark Purple Legs, Black Hair",5
fig-011912,35,"Black Suit, White Shirt, Black Hat",4
fig-011913,35,"Woman, Bright Pink Torso, Tan Legs, Light Bluish Grey Hair",4
fig-011914,35,"Barista, Reddish Brown Apron, Sand Blue Legs, Black Hair",4
fig-011915,23,"Elf - Bright Green Torso, Red Legs, Red Hat",4
fig-011916,3,"White Torso, Dark BLue Legs, Dark Brown Hair - Wauwatosa",4
fig-011917,3,"Worker - Orange Torso, Blue Legs, Yellow Helmet - Wauwatosa",4
fig-011918,3,"Knight - Light Bluish Grey Rorso, Light Bluish Grey Legs, Black Hips, Helmet - Wauwatosa",4
fig-011919,49,"Pigsy, Neck Bracket",5
fig-011920,49,Citybot A16,13
fig-011921,49,"Train Driver, Black Suit, Dark Red Hat",4
fig-011922,49,Huang,4
fig-011923,49,Han,4
fig-011924,49,Citybot A05,13
fig-011925,52,"Monkie Kid, White Hoodie. Neck Bracket",5
fig-011927,49,"Mei, Bright Green Jacket",4
fig-011928,14,"Monkie Kid, White Tunic",4
fig-011929,10,Minion Bob - Robotic Arms,20
fig-011930,50,Rumble / Savage,6
fig-011931,26,Nezha,6
fig-011932,29,"Monkie Kid, Red and Gold Armor",5
fig-011933,26,"Evil Macaque, Dark Red Cape, Bent Tail",8
fig-011934,13,Broadside,25
fig-011935,34,"Pigsy, Spacesuit",5
fig-011936,34,Lunar Rabbit Robot,4
fig-011937,34,Chang'e,5
fig-011938,22,"Mei, Vibrant Yellow Armor",4
fig-011939,29,"Monkie Kid, Bright Light Orange Jacket, Neck Bracket",5
fig-011940,29,"Snowtrooper, White Hips, Reddish Brown Head",4
fig-011941,29,"General Maximillian Veers, Sand Blue Helmet with Visor, Black Boots",4
fig-011942,29,"AT-AT Driver - Light Bluish Grey Helmet, Sand Blue Legs, Nougat Head, Female",4
fig-011944,35,"Snowtrooper, White Hips, Reddish Brown Head, Female",4
fig-011945,29,"Snowtrooper, White Hips, Light Nougat Head, Female",4
fig-011946,29,"Snowtrooper, White Hips, Light Nougat Head, Officer",4
fig-011948,2,Nya,5
fig-011949,39,Antonio - Microdoll (Reddish Brown),3
fig-011950,17,"Mirabel - Microdoll, Closed Eyes",3
fig-011951,36,Mirabel,4
fig-011952,36,Alma ‘Abuela’ - Dark Bluish Gray Hair,4
fig-011953,15,"Mirabel - Microdoll, Open Eyes",3
fig-011954,15,Isabela - Microdoll,4
fig-011955,15,Luisa - Microdoll,3
fig-011957,29,"Snowtrooper, White Hips, Light Nougat Head, Grin",4
fig-011958,25,"Mei, Vibrant Yellow Armor, Neck Bracket",5
fig-011959,25,"Evil Macaque, Dark Red Cape, Straight Tail",8
fig-011960,43,Sandy,5
fig-011961,25,"Woman, Red Torso, Sand Blue Skirt",4
fig-011962,25,"Man, Black, Reddish Brown Hair",4
fig-011963,31,Löwenstein Archer,5
fig-011964,31,Löwenstein Knight,4
fig-011965,31,Löwenstein Queen,5
fig-011966,21,Bikes! Man,4
fig-011967,21,Bikes! Woman,4
fig-011968,29,Carnival Boy,4
fig-011969,29,Carnival Man,4
fig-011970,29,Carnival Woman,4
fig-011977,44,Jackson,4
fig-011978,33,"Mia - Bright Light Yellow Shirt, Blue Overalls, Sand Green Boots",4
fig-011980,33,Olivia - White Beekeeper Suite,4
fig-011981,45,"River - Red Jacket, Black Pants, Dark Brown Hair",4
fig-011982,30,Statue - Red with Chinese Symbols,3
fig-011983,34,Santa Garmadon,6
fig-011985,34,Misako - Celebration,4
fig-011986,34,Mezmo Junior,4
fig-011987,34,Snowman - Celebration,8
fig-011989,34,"Master Wu - Golden, Celebration",5
fig-011990,7,"Police Officer - Justin Justice - Bright Light Blue Shirt, Dark Blue Legs, Dark Blue Cap",4
fig-011991,17,Exploding Creeper,4
fig-011992,11,"Firefighter, Bright Light Orange Fire Suit, Sunglasses, White Helmet",4
fig-011993,11,"Hot Dog Vender, Red Legs and Cap",4
fig-011994,27,"Clemmons, Vibrant Yellow Helmet",5
fig-011995,27,"Feldman, Vibrant Yellow Helmet",5
fig-011996,27,"Boy, Bright Pink Jacket, Dark Blue Short Legs, Tan Hair",4
fig-011997,27,"Firefighter, Dark Tan Firesuit, White Helmet, Blue Airtanks",7
fig-011998,27,"Firefighter, Bright Light Orange Hazmat Suit",4
fig-011999,27,"Firefighter, Black Fire Suit, Vibrant Yellow Helmet",5
fig-012000,13,"Construction Worker, Orange Overalls, Red Hard Hat",4
fig-012001,13,"Construction Worker, Blue Jacket, Orange Legs, Red Helmet",4
fig-012002,30,"Ice Cream Vendor, Bright Green Ice Cream Suit",4
fig-012003,30,"Girl, Medium Azure Bathing Suit",4
fig-012004,30,"Woman, White and Lime Swimsuit",4
fig-012005,30,"Lifeguard, White Vest, Tan Hair",4
fig-012006,13,"Pilot, Dark Azure Jacket, Dark Blue Legs, White Helmet",5
fig-012007,31,"Boy, Bright Light Blue Jacket, Blue Hair, Reddish Brown Backpack",5
fig-012008,31,"Girl, Dark Turquoise Jacket, Dark Purple Bike Helmet",4
fig-012009,31,"Man, Dark Red Jacket, Sand Blue Legs",4
fig-012010,31,"Boy, Coral Jacket, Medium White Legs,",4
fig-012011,31,"Crossing Guard, Orange Safety Vest, Dark Blue Legs",4
fig-012012,31,"Madison - Orange Jacket, Dark Azure Backpack",5
fig-012013,31,"Billy McCloud - Blue Jacket, Red Cap and Backpack",5
fig-012014,16,"Man, Dark Red Jacket, Dark Green Legs, Light Bluish Gray Hair and Beard",4
fig-012015,16,"Pilot, Vibrant Yellow Jacket, Sand Green Legs, White Helmet",5
fig-012016,12,"Racer, White Race Suit, Dark Blue Cap, Sunglasses",4
fig-012017,12,"Racer, White Race Jacket, Lime Legs, White Helmet",5
fig-012018,28,"Criminal, Daisy Kaboom, Medium Blue Legs",4
fig-012019,28,"Criminal, Prison Striped Apron, Bright Green Shirt and Hat",4
fig-012020,28,"Allen, Vest, White Helmet",5
fig-012021,28,"Policewoman, Bright Light Blue Shirt, Short Black Hair",4
fig-012022,18,"Criminal, Snake Rattler, Green Overalls",5
fig-012023,18,"Criminal, Prison Shirt, Dark Tan Legs, Bright Light Yellow Hair",4
fig-012024,18,"Gracie Goodhart, Dark Blue Police Vest, Dark Brown Hair",4
fig-012025,17,"Policeman, Bright Light BLue Shirt, Dark Blue Legs and Cap, Stubble",4
fig-012026,12,Boa Destructor,3
fig-012027,30,Lloyd - EVO,4
fig-012028,27,Crook Ice,4
fig-012029,27,Crook Cream,4
fig-012030,27,"Policewoman, Bright Light Blue Shirt, Dark Blue Legs, Medium Nougat Hair",4
fig-012031,7,"Racer, Coral Race Jacket, Black Helmet",5
fig-012032,37,Wallop,5
fig-012034,14,Jay - EVO,4
fig-012035,28,"Viper Flyer, Dark Bluish Grey Bar Holders",12
fig-012036,37,"Ambulance Driver, Vibrant Yellow Safety Vest, White Cap",4
fig-012037,37,"Pilot, Vibrant Yellow Safety Vest, White Helmet",5
fig-012038,37,"Woman, Bright Light Blue Jacket, Magenta Legs, Light Bluish Gray Hair, Red Glasses",4
fig-012039,37,"Boy, Green Sweater, Orange Hair",4
fig-012040,37,"Citrus The Clown, Yellow Afro",4
fig-012041,37,Dr. Spetzel,4
fig-012042,37,Dr. Flieber,4
fig-012043,37,"Woman, Bright Light Blue Hospital Gown, Tan Hair",4
fig-012044,37,"Woman, Blue Overalls",4
fig-012045,37,"Man, White Shirt, Dark Blue Legs, Black Hair",4
fig-012047,13,Zane - EVO,4
fig-012048,37,"Doctor, White Coat, Medium Azure Scrubs, Light Bluish Gray Hair, Glasses",4
fig-012049,33,Cobra Mechanic,3
fig-012050,26,"Man, Tan Sweater, Medium Blue, Medium Nougat Hair",4
fig-012051,26,"Woman, Light Bluish Gray Riding Jacket, Black Helmet with Ponytail",4
fig-012053,21,Kai - EVO,4
fig-012054,21,Boa Destructor - Back Pack,16
fig-012055,25,"Pilot, Bright Light Orange Fire Suit, White Helmet",5
fig-012056,25,"Firefighter, Black Fire Suit, Vibrant Yellow Helmet",5
fig-012057,25,Finn (City Adventures),4
fig-012058,25,"Firefighter, Black Fire Suit, Vibrant Yellow Helmet",5
fig-012059,28,Cobra Mechanic - Flamethrower,10
fig-012060,30,Python Dynamite,3
fig-012061,34,"Rooky Partnur, White Helmet, Dark Blue Legs",5
fig-012063,24,"Bob, Black Firesuit, Vibrant Yellow Helmet",5
fig-012064,24,"Policewoman, Dark Blue Uniform, White Helmet",5
fig-012065,24,"Criminal, Prison Shirt, Bright Green Hair",4
fig-012066,14,"Monkie Kid, Bright Light Orange Jacket, Breathing Apparatus",5
fig-012067,27,"Rumble, with Neck Bracket",6
fig-012068,27,"Sandy, Spacesuit",5
fig-012069,27,"Monkie Kid, Spacesuit",4
fig-012070,27,"Mei, Spacesuit",4
fig-012071,27,"Mr Tang, Spacesuit",4
fig-012072,27,Robot Mo,22
fig-012073,34,"Sonic the Hedgehog, Light Nougat Face, Black Eyes",3
fig-012075,28,"Olivia - Dark Turquoise Top, Dark Pink Overall",4
fig-012076,31,"Daniel - White Shirt, Sand Blue Overall",4
fig-012077,26,"Zac - Blue Top, Red Pants",4
fig-012078,16,"Nandi - White Coat, Dark Blue Legs",4
fig-012079,21,"Layla - Dark Turquoise Top, White Skirt",4
fig-012080,21,"Emma - White Coat, Dark Pink Skirt",4
fig-012082,13,"Anna - Tan Top, Jewel Dress",5
fig-012084,6,Elsa - Jewel Dress,4
fig-012085,25,Jasmine - Medium Blue Top and Pants,4
fig-012086,25,Mulan,4
fig-012087,30,Merida - Jewel Dress,4
fig-012088,30,Aurora - Jewel Dress,4
fig-012089,30,Tiana - Jewel Dress,4
fig-012090,47,"Doctor Strange, Plastic Cape, High Medallion",5
fig-012091,20,"Wong, Dark Purple Outfit",4
fig-012092,20,America Chavez,4
fig-012093,21,Hero with Fox Skin,3
fig-012094,27,Ninja,3
fig-012095,27,Rogue,3
fig-012096,21,The Tamer,3
fig-012097,29,Diver,4
fig-012099,22,"Spin / Spider-Man (Miles Morales), Medium Red Legs",3
fig-012100,31,"Green Goblin, Medium Legs",4
fig-012101,26,"Rhino, White Horn",4
fig-012102,16,"Hulk, Dark Purple Pants, Dual Molded Legs, Smirk",4
fig-012104,28,"Spider-Man (Spidey), Medium Legs",3
fig-012105,25,"Ghost-Spider / Spider-Gwen, Medium Legs",4
fig-012106,15,"Dr. Octopus / Doc Ock, Female, Flat Silver Arms",9
fig-012107,21,"Ms. Marvel, Medium Legs",4
fig-012108,29,"Kai - EVO with Wraps, Shoulder Guard",5
fig-012109,37,Boa Destructor - Shoulder Armor,4
fig-012111,31,"Zane - EVO, Wraps, Shoulder Guard",5
fig-012113,35,"Cole - EVO, Wraps",5
fig-012115,30,"Jay - EVO, Wraps, Shoulder Guard",5
fig-012117,38,"Nya - EVO, Wraps, Shoulder Guard",5
fig-012119,28,Kai - EVO with Shoulder Guard,5
fig-012120,33,P.I.X.A.L. - EVO,5
fig-012122,36,Master Wu - EVO,5
fig-012124,31,"Lloyd - EVO with Wraps, Shoulder Guard",5
fig-012125,28,Cobra Mechanic - Drill,8
fig-012128,28,Nya - EVO,5
fig-012129,29,"Stephanie - Silver Top, Medium Azure Skirt, Bright Pink Hat",4
fig-012130,29,"Daniel - White/Yellow Shirt, Sand Green Pants",4
fig-012131,37,"Emma - Sand Blue Top, Light Aqua Skirt, Black Hair with Buns",4
fig-012132,37,"Nandi - Medium Azure Top, Dark Pink Skirt, Dark Brown Hair with Bandana",4
fig-012133,37,"Sebastian - Blue Jacket, Dark Turquoise Pants, Tan Hair",4
fig-012134,44,"Mia - Dark Purple Top, Olive Green Skirt, Sand Blue Hat",4
fig-012135,44,"Layla - Magenta Top, Bright Light Blue Skirt, Dark Brown Hair",4
fig-012136,44,"Sebastian - Blue Jacket, Sand Blue Pants, Tan Hair",4
fig-012137,48,"Elijah - White/Orange Shirt, Bright Light Orange Pants, Dark Brown Hair",4
fig-012138,43,"Stephanie - Silver Top, Magenta Skirt, Bright Pink Hat",4
fig-012139,43,"Harper - Dark Turquoise Top, Bright Light Orange Skirt, Pink Cap",4
fig-012140,43,"Savannah - Blue Top, Sand Green Skirt, Dark Pink Hat",4
fig-012141,43,"Evelyn - White Top, Sand Blue Skirt, Dark Azure Hair",4
fig-012142,43,"Dottie - Black Top, Blue Pants, Light Bluish Grey Hair",4
fig-012143,43,"Trevor - White Shirt, Black Pants, Black Hair",4
fig-012144,43,"Joshua - Dark Green Shirt, Blue Pants, Dark Brown Hair",4
fig-012145,43,"Maya - Medium Azure Dress, Dark Brown Hair",3
fig-012146,17,"Kid - Dark Blue Torso, Medium Blue Legs, Dark Azure Helmet, Backpack",5
fig-012147,17,"Kid - White Torso, Medium Blue Legs, Dark Brown Hair, Backpack",5
fig-012148,7,"Rebel Trooper in Hoth Uniform, Dark Tan Hat, Reddish Brown Head",5
fig-012149,7,"Rebel Trooper in Hoth Uniform, Dark Tan Hat, Nougat Head",5
fig-012150,7,"Rebel Officer in Hoth Uniform, Light Nougat Head",5
fig-012151,8,Scout Trooper - Nougat Head,4
fig-012152,4,"Clone Trooper, Phase I Armor, Nougat Head (61189 Helmet)",4
fig-012154,16,"Chewbacca - Dark Brown Torso with Medium Nougat, Snow Print",3
fig-012155,16,"AT-ST Driver, White Jacket",4
fig-012156,16,"Rebel Trooper in Hoth Uniform, Nougat Head, Backpack",6
fig-012157,12,"Firefighter, Black Fire Suit, Vibrant Yellow Helmet, Dirty Face",5
fig-012158,34,"Hacksaw Hank, Red Prison Uniform",4
fig-012159,34,"Criminal, Big Betty, Red Prison Uniform",4
fig-012160,34,"Vito, Red Prison Uniform",4
fig-012161,16,"Construction Worker, Orange Safety Vest, White Hard Hat",4
fig-012162,16,"Construction Worker, Orange Safety Jacket, Bright Light Blue Legs, White Hard Hat",4
fig-012163,21,"Boy, Red Jacket, Short Sand Blue Legs, Dark Brown Hair",4
fig-012164,21,"Woman, Bright Light Blue Torso and Legs, Dark Brown Hair",4
fig-012165,21,"Man, Tan Shirt, Dark Green Legs and Cap",4
fig-012166,26,"Man, Vibrant Yellow Safety Vest, Bright Light Blue Legs, Red Hard Hat",4
fig-012167,26,"Man, Dark Azure Tracksuit with Classic Space Logo, Glasses",4
fig-012168,26,Dr. Barnaby Wylde,4
fig-012169,26,Gwen Ravenhurst,4
fig-012170,26,"Astronaut, Female, Bright Light Orange Suit, Dark Blue Visor",5
fig-012171,26,"Astronaut, Male, Bright Light Orange Suit, Dark Blue Visor",5
fig-012172,26,"Woman, Vibrant Yellow Safety Vest, Red Hard Hat",4
fig-012173,26,"Astronaut, Male, Bright Light Orange Suit, Dark Blue Visor, Beard",5
fig-012174,26,"Astronaut, Male, White Suit, Gold Visor, Moustache",6
fig-012175,26,"Woman, Dark Azure Tracksuit with Classic Space Logo",4
fig-012176,26,"Man, Dark Azure Tracksuit with Classic Space Logo, Dark Brown Hair, Stubble",4
fig-012177,26,"Astronaut, Female, White Suit, Gold Visor, Closed Mouth",6
fig-012178,26,"Astronaut, Female, White Suit, Gold Visor, Open Mouth",6
fig-012179,18,Lloyd - EVO Head Wrap,4
fig-012180,23,Wu Bot - Shooters,10
fig-012181,3,Robot Repair Tech,5
fig-012182,4,Chili Costume Fan,4
fig-012183,4,Troubadour,5
fig-012184,4,Snow Guardian,5
fig-012185,4,Groom,4
fig-012186,4,Figure Skating Champion,4
fig-012187,2,Night Protector,4
fig-012188,4,Forest Elf,5
fig-012189,4,Bird-Watcher,4
fig-012190,4,Raccoon Costume Fan,5
fig-012191,3,Space Creature,5
fig-012192,5,Wheelchair Racer,5
fig-012271,3,"Anakin Skywalker, Clone Trooper Phase I Armor",4
fig-012272,43,"Chef, Red Neckerchief, Light Bluish Gray Legs, No Wrinkles",4
fig-012273,43,Ballerina - Magenta Butterflies and Necklace,5
fig-012274,43,"Barista, White Torso, Reddish Brown Apron, Sand Blue Legs",4
fig-012278,11,Elsa - Medium Blue Short Dress,4
fig-012279,0,Sheriff Deadpool,5
fig-012280,30,"Professor Severus Snape, Long Robes over Dark Purple Vest (No Shirt Tails Print)",4
fig-012281,29,"Andrea - Dark Blue Top, Magenta Skirt, Live Jacket",6
fig-012286,15,"Dark Red Torso, Dark Bluish Gray Legs, Black Cap",4
fig-012288,23,"Jay - EVO, Shoulder Pad",5
fig-012289,35,"Susan Bones, Hufflepuff Sweater, Short Legs, Plastic Hair",4
fig-012291,23,"Han Solo, Stormtrooper Disguise, Black Eyes - 3626c Head",4
fig-012292,26,"Han Solo, Black Vest, Reddish Brown Legs, Black Eyes - 3626c Head",4
fig-012293,5,"Construction Worker - Bright Light Blue Shirt, Blue Overall, Red Helmet (Pete Precise)",4
fig-012301,22,"Zane - EVO, Wraps",4
fig-012302,24,"Orange Torso, Tan Legs, Reddish Brown Hair",4
fig-012303,24,"Blue Torso, Tan Legs, Dark Orange Legs",4
fig-012304,22,"Man, Blue Jacket with Orange Stripes, Dark Blue Legs, Red Cap, Sunglasses - No Backprint",4
fig-012305,22,"Train Worker, Orange Safety Vest with Train Logo over Olive Green Hoodie, Dark Bluish Gray Legs, Red Hard Hat, Black Beard",4
fig-012307,22,"Professor Sybill Trelawney, Reddish Brown Outfit",4
fig-012308,22,"Harry Potter, Gryffindor Robes Open, Medium Legs",4
fig-012309,22,"Parvati Patil, Gryffindor Robes",4
fig-012311,20,"Alastor Mad-Eye Moody, Odd Legs, Medium Nougat Coat",4
fig-012313,20,"Neville Longbottom, Gryffindor Robes Open, Plain Medium Legs",4
fig-012314,20,"Hermione Granger, Gryffindor Robe Closed, Medium Legs",4
fig-012315,24,Madam Pomfrey,4
fig-012316,32,"Hermione Granger, Bright Pink Hoodie over Dark Pink Shirt, Medium Legs, Smirk / Angry",4
fig-012317,32,"Harry Potter, Dark Blue Jacket Dirty, Medium Legs, Closed Mouth",4
fig-012318,24,"Ron Weasley, Red Sweater Dirty, Odd Medium Legs",4
fig-012320,9,"Elsa, Medium Lavender and White Dress, No Cape",4
fig-012321,23,"Rivera, Bright Light Orange Spacesuit, Dark Blue Visor",5
fig-012322,23,"Astronaut, Dark Azure Jumpsuit, Dark Brown Hair",4
fig-012323,23,"Astronaut, Dark Azure Jumpsuit, Medium Nougat Hair",4
fig-012324,23,"Astronaut, White Spacesuit, Dark Azure Backpack, Gold Visor",6
fig-012325,23,"Astronaut, Male, White Spacesuit, Dark Azure Backpack, Gold Visor",6
fig-012326,15,"Man, Dark Orange Jacket, Dark Azure Legs, Dark Blue Cap",4
fig-012327,15,"Astronaut, Male, White Suit, Gold Visor, Beard",6
fig-012328,15,"Astronaut, Female, White Suit, Gold Visor, Smirk",6
fig-012329,28,"Thor, Tan Hair, Black Armor, Red Cape",5
fig-012331,10,"Luke Skywalker, Black Robes, Black Hood and Cape",5
fig-012333,32,"Olivia - Metallic Blue Jacket, Dark Pink Skirt, Bright Light Yellow Cap",4
fig-012334,32,"Priyanka - White Apron and Shorts, Black Hair",4
fig-012336,7,"Jay - Spinjitzu Training, Trans-Neon Green Head",4
fig-012337,8,"Lloyd - Spinjitzu Training, Trans-Green Head",4
fig-012338,8,"Kai - Spinjitzu Training, Trans-Red Head",4
fig-012339,17,"Race Driver, Lime Racing Suit, Black Helmet, Glasses",5
fig-012340,17,"Race Driver, Dark Bluish Gray Racing Suit with Lime Trim, Black Helmet",5
fig-012341,17,"Race Driver, Black Jacket, Dark Bluish Gray Legs, Black Helmet",5
fig-012342,17,"Race Driver, Black Racing Suit with Lime Trim, Black Helmet, Stubble",5
fig-012343,11,"Race Driver, Black Racing Jacket, Dark Blue Legs, Black Helmet, Stubble",5
fig-012344,15,"Race Driver, White Ferrari Racing Suit, White Helmet",5
fig-012345,14,"Race Driver, Dark Green Lotus Racing Suit, Black Helmet",5
fig-012347,26,"Andrea - Magenta and White Top, Yellow Skirt",4
fig-012348,26,"Liz - Microdoll, Dark Turquoise Outfit, Dark Brown Hair",3
fig-012350,40,"Mia - Lime Top, Orange Cropped Trousers, Orange Life Vest",5
fig-012351,40,"Sebastian - White Top, Dark Turquoise Shorts, Magenta Helmet, Orange Life Vest",5
fig-012352,40,"Stephanie - Bright Light Blue Bikini Top with White Flowers, Dark Purple Skirt, Magenta Hat",4
fig-012354,38,"Emma - Coral Top, Medium Lavender Skirt, Dark Purple Cat Ears",5
fig-012355,46,"Priyanka - Coral Top, White Shorts, Black Hair",4
fig-012356,23,Theelin Dancer,4
fig-012357,23,Weequay Guard,3
fig-012358,23,"Gamorrean Guard, Printed Head, Dark Brown Hands",3
fig-012359,23,"Fennec Shand, Hair",4
fig-012360,23,"Bib Fortuna, Clenched Teeth, No Cape",4
fig-012361,23,Quarren,3
fig-012362,13,Dynamo Doug - Headphones,5
fig-012363,31,Arista,4
fig-012364,31,"Ariel - Mermaid Form, Dark Turquoise Tail, Bright Pink Flower",5
fig-012365,31,"King Triton, Minidoll",4
fig-012366,26,White Bone Demon - Glow In The Dark Bone,6
fig-012367,17,Jane Goodall,4
fig-012368,29,Castle in the Forest Knight,6
fig-012369,29,Castle in the Forest Guard,4
fig-012370,29,Castle in the Forest Archer - Male,5
fig-012371,29,Castle in the Forest Archer - Female,5
fig-012372,29,Castle in the Forest Farmer,5
fig-012373,29,Castle in the Forest Pirate,4
fig-012375,1,"Chewbacca, Dark Brown - Long Lines on Legs on Outside",3
fig-012376,4,"Sam Speedster - White Torso, Black Legs, Red Helmet",5
fig-012377,0,"Astronaut, White, Space Helmet with Trans-Brown Visor, Orange Sunglasses (3626c Head)",5
fig-012378,0,"Fireman, Black Fire Jacket with Radio and Badge, White Helmet, Reddish Brown Eyebrows (3626c Head)",4
fig-012379,0,"Pirate - Blue Vest, Tan Legs, Black Tricorne (3626c Head)",4
fig-012381,10,"Aquaman, Short Yellow Hair (3626c Head)",4
fig-012382,4,Lady Liberty (3626c Head) - Rubber Crown,4
fig-012383,18,"Worker, Orange Overalls over Blue Sweater, Red Hard Hat (3626c Head)",4
fig-012384,11,"Batman, Black Suit, Black Cape and Cowl, Yellow Batman Logo (56630 Cape) (3626c Head)",5
fig-012386,8,"Darth Vader, Light Bluish Gray Skin, White Pupils (3626c Head)",5
fig-012388,4,"Anakin Skywalker, Pilot Uniform (Clone Wars) (3626c Head)",4
fig-012389,11,"Clone Commander Gree, 41st Elite Corps Armor, Dark Green Markings (3626c Head)",4
fig-012394,3,"LEGO House - Chef, Female, Dark Bluish Gray Legs",4
fig-012395,5,"Batman, Dark Bluish Gray Suit, Black Cowl, Neck Bracket with Pin Holes",5
fig-012396,3,Glutinous - 98313 Legs,21
fig-012397,5,Nindroid (Legacy) - Harness,6
fig-012402,11,"Astromech Droid, R2-Q2, 30367b Dome",4
fig-012403,19,Lady Liberty (3626c Head) - Plastic Crown,4
fig-012411,12,"Kid - White Torso, Blue Legs, Lime Cap, Yellow Life Vest",5
fig-012412,12,"Man, Dark Blue Plaid Shirt, Blue Legs, Dark Orange Hair, Yellow Life Vest",5
fig-012413,28,"Marty McFly, Printed Legs",4
fig-012414,28,Doc Brown - Yellow Suit,4
fig-012415,7,"Wolverine, Mask, Blue Hands",4
fig-012416,11,"Iron Man Mark 42 Armor, Pearl Gold Legs",4
fig-012417,8,Black Panther,4
fig-012418,32,Green Goblin - Plain Legs,4
fig-012419,10,Miek - Mech Body,17
fig-012420,10,Korg - Shoulder  Armour,5
fig-012422,3,Anakin Skywalker - Clone Trooper Head,4
fig-012423,14,Savage Opress -3626c Head,5
fig-012425,14,"Asajj Ventress, Black Outfit (3626c Head)",3
fig-012426,19,Captain Jack Sparrow with Skeleton Face - 3626c Head,4
